MeetingID,SubjectID,LecturerID,MeetingType,MeetingPrice,MeetingPriceForOthers,StartTime,EndTime,LanguageID,TranslatorID
271,156,437,1,195.0000,330.0000,2021-05-30 11:00:00.000,2021-05-30 13:00:00.000,1,
272,156,437,1,195.0000,330.0000,2021-06-13 11:00:00.000,2021-06-13 13:00:00.000,1,
273,156,437,1,195.0000,330.0000,2021-06-27 11:00:00.000,2021-06-27 13:00:00.000,1,
274,157,1072,1,105.0000,140.0000,2021-10-01 10:00:00.000,2021-10-01 13:00:00.000,1,
275,157,1072,1,105.0000,140.0000,2021-10-15 10:00:00.000,2021-10-15 13:00:00.000,1,
276,157,1072,1,105.0000,140.0000,2022-02-04 10:00:00.000,2022-02-04 13:00:00.000,1,
277,157,1072,1,105.0000,140.0000,2022-01-21 10:00:00.000,2022-01-21 13:00:00.000,1,
278,157,1072,1,105.0000,140.0000,2021-11-26 10:00:00.000,2021-11-26 13:00:00.000,1,
279,157,1072,1,105.0000,140.0000,2021-12-10 10:00:00.000,2021-12-10 13:00:00.000,1,
280,157,1072,1,105.0000,140.0000,2022-01-07 10:00:00.000,2022-01-07 13:00:00.000,1,
281,158,692,3,140.0000,255.0000,2021-10-01 14:00:00.000,2021-10-01 16:00:00.000,1,
282,158,692,3,140.0000,255.0000,2021-10-15 14:00:00.000,2021-10-15 16:00:00.000,1,
283,158,692,3,140.0000,255.0000,2022-02-04 14:00:00.000,2022-02-04 16:00:00.000,1,
284,158,692,3,140.0000,255.0000,2022-01-21 14:00:00.000,2022-01-21 16:00:00.000,1,
285,158,692,3,140.0000,255.0000,2021-11-26 14:00:00.000,2021-11-26 16:00:00.000,1,
286,158,692,3,140.0000,255.0000,2021-12-10 14:00:00.000,2021-12-10 16:00:00.000,1,
287,158,692,3,140.0000,255.0000,2022-01-07 14:00:00.000,2022-01-07 16:00:00.000,1,
288,159,437,1,165.0000,235.0000,2021-10-02 12:00:00.000,2021-10-02 13:00:00.000,1,
289,159,437,1,165.0000,235.0000,2021-10-16 12:00:00.000,2021-10-16 13:00:00.000,1,
290,159,437,1,165.0000,235.0000,2022-02-05 12:00:00.000,2022-02-05 13:00:00.000,1,
291,159,437,1,165.0000,235.0000,2022-01-22 12:00:00.000,2022-01-22 13:00:00.000,1,
292,159,437,1,165.0000,235.0000,2021-11-27 12:00:00.000,2021-11-27 13:00:00.000,1,
293,159,437,1,165.0000,235.0000,2021-12-11 12:00:00.000,2021-12-11 13:00:00.000,1,
294,159,437,1,165.0000,235.0000,2022-01-08 12:00:00.000,2022-01-08 13:00:00.000,1,
295,160,825,1,100.0000,145.0000,2021-10-02 15:00:00.000,2021-10-02 17:00:00.000,2,246
296,160,825,1,100.0000,145.0000,2021-10-16 15:00:00.000,2021-10-16 17:00:00.000,2,246
297,160,167,1,100.0000,145.0000,2022-02-05 15:00:00.000,2022-02-05 17:00:00.000,2,246
298,160,825,1,100.0000,145.0000,2022-01-22 15:00:00.000,2022-01-22 17:00:00.000,2,246
299,160,825,1,100.0000,145.0000,2021-11-27 15:00:00.000,2021-11-27 17:00:00.000,2,246
300,160,825,1,100.0000,145.0000,2021-12-11 15:00:00.000,2021-12-11 17:00:00.000,2,246
301,160,825,1,100.0000,145.0000,2022-01-08 15:00:00.000,2022-01-08 17:00:00.000,2,246
302,161,502,1,130.0000,255.0000,2021-10-03 09:00:00.000,2021-10-03 11:00:00.000,1,
303,161,502,1,130.0000,255.0000,2021-10-17 09:00:00.000,2021-10-17 11:00:00.000,1,
304,161,502,1,130.0000,255.0000,2022-02-06 09:00:00.000,2022-02-06 11:00:00.000,1,
305,161,502,1,130.0000,255.0000,2022-01-23 09:00:00.000,2022-01-23 11:00:00.000,1,
306,161,167,3,130.0000,255.0000,2021-11-28 09:00:00.000,2021-11-28 11:00:00.000,1,
307,161,502,1,130.0000,255.0000,2021-12-12 09:00:00.000,2021-12-12 11:00:00.000,1,
308,161,502,1,130.0000,255.0000,2022-01-09 09:00:00.000,2022-01-09 11:00:00.000,1,
309,162,437,1,115.0000,220.0000,2022-03-04 11:00:00.000,2022-03-04 14:00:00.000,1,
310,162,437,1,115.0000,220.0000,2022-03-18 11:00:00.000,2022-03-18 14:00:00.000,1,
311,162,437,1,115.0000,220.0000,2022-04-01 11:00:00.000,2022-04-01 14:00:00.000,1,
312,162,437,1,115.0000,220.0000,2022-04-15 11:00:00.000,2022-04-15 14:00:00.000,1,
313,162,437,1,115.0000,220.0000,2022-05-27 11:00:00.000,2022-05-27 14:00:00.000,1,
314,162,437,1,115.0000,220.0000,2022-06-10 11:00:00.000,2022-06-10 14:00:00.000,1,
315,162,437,1,115.0000,220.0000,2022-06-24 11:00:00.000,2022-06-24 14:00:00.000,1,
316,163,825,1,165.0000,235.0000,2022-03-04 15:00:00.000,2022-03-04 17:00:00.000,1,
317,163,825,1,165.0000,235.0000,2022-03-18 15:00:00.000,2022-03-18 17:00:00.000,1,
318,163,825,1,165.0000,235.0000,2022-04-01 15:00:00.000,2022-04-01 17:00:00.000,1,
319,163,825,1,165.0000,235.0000,2022-04-15 15:00:00.000,2022-04-15 17:00:00.000,1,
320,163,825,1,165.0000,235.0000,2022-05-27 15:00:00.000,2022-05-27 17:00:00.000,1,
321,163,825,1,165.0000,235.0000,2022-06-10 15:00:00.000,2022-06-10 17:00:00.000,1,
322,163,825,1,165.0000,235.0000,2022-06-24 15:00:00.000,2022-06-24 17:00:00.000,1,
323,164,442,1,180.0000,345.0000,2022-03-05 10:00:00.000,2022-03-05 12:00:00.000,1,
324,164,442,1,180.0000,345.0000,2022-03-19 10:00:00.000,2022-03-19 12:00:00.000,1,
325,164,442,1,180.0000,345.0000,2022-04-02 10:00:00.000,2022-04-02 12:00:00.000,1,
326,164,442,1,180.0000,345.0000,2022-04-16 10:00:00.000,2022-04-16 12:00:00.000,1,
327,164,442,1,180.0000,345.0000,2022-05-28 10:00:00.000,2022-05-28 12:00:00.000,1,
328,164,442,1,180.0000,345.0000,2022-06-11 10:00:00.000,2022-06-11 12:00:00.000,1,
329,164,442,1,180.0000,345.0000,2022-06-25 10:00:00.000,2022-06-25 12:00:00.000,1,
330,165,953,1,110.0000,140.0000,2022-03-05 13:00:00.000,2022-03-05 14:00:00.000,1,
331,165,953,1,110.0000,140.0000,2022-03-19 13:00:00.000,2022-03-19 14:00:00.000,1,
332,165,953,1,110.0000,140.0000,2022-04-02 13:00:00.000,2022-04-02 14:00:00.000,1,
333,165,953,1,110.0000,140.0000,2022-04-16 13:00:00.000,2022-04-16 14:00:00.000,1,
334,165,953,1,110.0000,140.0000,2022-05-28 13:00:00.000,2022-05-28 14:00:00.000,1,
335,165,953,1,110.0000,140.0000,2022-06-11 13:00:00.000,2022-06-11 14:00:00.000,1,
336,165,953,1,110.0000,140.0000,2022-06-25 13:00:00.000,2022-06-25 14:00:00.000,1,
337,166,316,1,155.0000,190.0000,2022-03-06 10:00:00.000,2022-03-06 12:00:00.000,1,
338,166,316,3,155.0000,190.0000,2022-03-20 15:00:00.000,2022-03-20 17:00:00.000,1,
339,166,316,1,155.0000,190.0000,2022-04-03 10:00:00.000,2022-04-03 12:00:00.000,1,
340,166,316,1,155.0000,190.0000,2022-04-17 10:00:00.000,2022-04-17 12:00:00.000,1,
341,166,316,1,155.0000,190.0000,2022-05-29 10:00:00.000,2022-05-29 12:00:00.000,1,
342,166,316,1,155.0000,190.0000,2022-06-12 10:00:00.000,2022-06-12 12:00:00.000,1,
343,166,316,1,155.0000,190.0000,2022-06-26 10:00:00.000,2022-06-26 12:00:00.000,1,
344,167,437,1,95.0000,125.0000,2022-10-07 09:00:00.000,2022-10-07 12:00:00.000,1,
345,167,437,1,95.0000,125.0000,2022-10-21 09:00:00.000,2022-10-21 12:00:00.000,1,
346,167,437,1,95.0000,125.0000,2023-02-10 09:00:00.000,2023-02-10 12:00:00.000,1,
347,167,437,1,95.0000,125.0000,2023-01-27 09:00:00.000,2023-01-27 12:00:00.000,1,
348,167,437,1,95.0000,125.0000,2022-12-02 09:00:00.000,2022-12-02 12:00:00.000,1,
349,167,437,1,95.0000,125.0000,2022-12-16 09:00:00.000,2022-12-16 12:00:00.000,1,
350,167,437,1,95.0000,125.0000,2023-01-13 09:00:00.000,2023-01-13 12:00:00.000,1,
351,168,825,1,150.0000,255.0000,2022-10-07 14:00:00.000,2022-10-07 16:00:00.000,1,
352,168,825,1,150.0000,255.0000,2022-10-21 14:00:00.000,2022-10-21 16:00:00.000,1,
353,168,825,1,150.0000,255.0000,2023-02-10 14:00:00.000,2023-02-10 16:00:00.000,1,
354,168,825,1,150.0000,255.0000,2023-01-27 14:00:00.000,2023-01-27 16:00:00.000,1,
355,168,825,1,150.0000,255.0000,2022-12-02 14:00:00.000,2022-12-02 16:00:00.000,1,
356,168,825,1,150.0000,255.0000,2022-12-16 14:00:00.000,2022-12-16 16:00:00.000,1,
357,168,825,1,150.0000,255.0000,2023-01-13 14:00:00.000,2023-01-13 16:00:00.000,1,
358,169,442,3,120.0000,220.0000,2022-10-08 10:00:00.000,2022-10-08 13:00:00.000,1,
359,169,442,3,120.0000,220.0000,2022-10-22 10:00:00.000,2022-10-22 13:00:00.000,1,
360,169,442,3,120.0000,220.0000,2023-02-11 10:00:00.000,2023-02-11 13:00:00.000,1,
361,169,442,3,120.0000,220.0000,2023-01-28 10:00:00.000,2023-01-28 13:00:00.000,1,
362,169,442,3,120.0000,220.0000,2022-12-03 10:00:00.000,2022-12-03 13:00:00.000,1,
363,169,442,3,120.0000,220.0000,2022-12-17 10:00:00.000,2022-12-17 13:00:00.000,1,
364,169,442,3,120.0000,220.0000,2023-01-14 10:00:00.000,2023-01-14 13:00:00.000,1,
365,170,953,1,185.0000,230.0000,2022-10-08 16:00:00.000,2022-10-08 17:00:00.000,1,
366,170,953,1,185.0000,230.0000,2022-10-22 16:00:00.000,2022-10-22 17:00:00.000,1,
367,170,953,1,185.0000,230.0000,2023-02-11 16:00:00.000,2023-02-11 17:00:00.000,1,
368,170,953,1,185.0000,230.0000,2023-01-28 16:00:00.000,2023-01-28 17:00:00.000,1,
369,170,953,1,185.0000,230.0000,2022-12-03 16:00:00.000,2022-12-03 17:00:00.000,1,
370,170,953,1,185.0000,230.0000,2022-12-17 16:00:00.000,2022-12-17 17:00:00.000,1,
371,170,1072,3,185.0000,230.0000,2023-01-14 16:00:00.000,2023-01-14 17:00:00.000,1,
372,171,316,1,70.0000,125.0000,2022-10-09 10:00:00.000,2022-10-09 11:00:00.000,1,
373,171,316,1,70.0000,125.0000,2022-10-23 10:00:00.000,2022-10-23 11:00:00.000,1,
374,171,316,1,70.0000,125.0000,2023-02-12 10:00:00.000,2023-02-12 11:00:00.000,1,
375,171,316,1,70.0000,125.0000,2023-01-29 10:00:00.000,2023-01-29 11:00:00.000,1,
376,171,316,1,70.0000,125.0000,2022-12-04 10:00:00.000,2022-12-04 11:00:00.000,1,
377,171,316,1,70.0000,125.0000,2022-12-18 10:00:00.000,2022-12-18 11:00:00.000,1,
378,171,316,1,70.0000,125.0000,2023-01-15 10:00:00.000,2023-01-15 11:00:00.000,1,
379,172,825,1,95.0000,160.0000,2023-03-10 09:00:00.000,2023-03-10 10:00:00.000,1,
380,172,825,1,95.0000,160.0000,2023-03-24 09:00:00.000,2023-03-24 10:00:00.000,1,
381,172,825,1,95.0000,160.0000,2023-04-07 09:00:00.000,2023-04-07 10:00:00.000,1,
382,172,825,1,95.0000,160.0000,2023-04-21 09:00:00.000,2023-04-21 10:00:00.000,1,
383,172,825,1,95.0000,160.0000,2023-06-02 09:00:00.000,2023-06-02 10:00:00.000,1,
384,172,825,1,95.0000,160.0000,2023-05-05 09:00:00.000,2023-05-05 10:00:00.000,1,
385,172,825,1,95.0000,160.0000,2023-06-30 09:00:00.000,2023-06-30 10:00:00.000,1,
386,173,442,1,85.0000,105.0000,2023-03-11 11:00:00.000,2023-03-11 14:00:00.000,1,
387,173,442,1,85.0000,105.0000,2023-03-25 11:00:00.000,2023-03-25 14:00:00.000,1,
388,173,442,1,85.0000,105.0000,2023-04-08 11:00:00.000,2023-04-08 14:00:00.000,1,
389,173,442,1,85.0000,105.0000,2023-04-22 11:00:00.000,2023-04-22 14:00:00.000,1,
390,173,442,1,85.0000,105.0000,2023-06-03 11:00:00.000,2023-06-03 14:00:00.000,1,
391,173,442,1,85.0000,105.0000,2023-05-06 11:00:00.000,2023-05-06 14:00:00.000,1,
392,173,442,1,85.0000,105.0000,2023-07-01 11:00:00.000,2023-07-01 14:00:00.000,1,
393,174,953,1,190.0000,265.0000,2023-03-12 11:00:00.000,2023-03-12 14:00:00.000,1,
394,174,953,1,190.0000,265.0000,2023-03-26 11:00:00.000,2023-03-26 14:00:00.000,1,
395,174,953,1,190.0000,265.0000,2023-04-09 11:00:00.000,2023-04-09 14:00:00.000,1,
396,174,953,1,190.0000,265.0000,2023-04-23 11:00:00.000,2023-04-23 14:00:00.000,1,
397,174,953,1,190.0000,265.0000,2023-06-04 11:00:00.000,2023-06-04 14:00:00.000,1,
398,174,316,3,190.0000,265.0000,2023-05-07 11:00:00.000,2023-05-07 14:00:00.000,1,
399,174,953,1,190.0000,265.0000,2023-07-02 11:00:00.000,2023-07-02 14:00:00.000,1,
400,175,953,1,100.0000,130.0000,2023-10-07 10:00:00.000,2023-10-07 15:00:00.000,1,
401,175,953,1,100.0000,130.0000,2023-10-21 10:00:00.000,2023-10-21 15:00:00.000,1,
402,175,953,1,100.0000,130.0000,2024-02-10 10:00:00.000,2024-02-10 15:00:00.000,1,
403,175,953,1,100.0000,130.0000,2024-01-27 10:00:00.000,2024-01-27 15:00:00.000,1,
404,175,953,1,100.0000,130.0000,2023-12-02 10:00:00.000,2023-12-02 15:00:00.000,1,
405,175,953,1,100.0000,130.0000,2024-02-03 10:00:00.000,2024-02-03 15:00:00.000,1,
406,175,953,1,100.0000,130.0000,2024-01-13 10:00:00.000,2024-01-13 15:00:00.000,1,
407,175,953,1,100.0000,130.0000,2023-10-08 10:00:00.000,2023-10-08 15:00:00.000,1,
408,175,953,1,100.0000,130.0000,2023-10-22 10:00:00.000,2023-10-22 15:00:00.000,1,
409,175,953,1,100.0000,130.0000,2024-02-11 10:00:00.000,2024-02-11 15:00:00.000,1,
410,175,953,1,100.0000,130.0000,2024-01-28 10:00:00.000,2024-01-28 15:00:00.000,1,
411,175,953,1,100.0000,130.0000,2023-12-03 10:00:00.000,2023-12-03 15:00:00.000,1,
412,175,953,1,100.0000,130.0000,2024-02-04 10:00:00.000,2024-02-04 15:00:00.000,1,
413,175,953,1,100.0000,130.0000,2024-01-14 10:00:00.000,2024-01-14 15:00:00.000,1,
414,1,1025,1,100.0000,155.0000,2026-10-02 10:00:00.000,2026-10-02 13:00:00.000,1,
415,1,1025,1,100.0000,155.0000,2026-10-16 10:00:00.000,2026-10-16 13:00:00.000,1,
416,1,1025,1,100.0000,155.0000,2026-11-06 10:00:00.000,2026-11-06 13:00:00.000,1,
417,1,5,1,100.0000,155.0000,2026-11-27 10:00:00.000,2026-11-27 13:00:00.000,1,
418,1,1025,1,100.0000,155.0000,2026-12-11 10:00:00.000,2026-12-11 13:00:00.000,1,
419,1,1025,1,100.0000,155.0000,2027-01-08 10:00:00.000,2027-01-08 13:00:00.000,1,
420,1,1025,1,100.0000,155.0000,2027-01-22 10:00:00.000,2027-01-22 13:00:00.000,1,
421,2,133,1,160.0000,305.0000,2026-10-02 14:30:00.000,2026-10-02 15:30:00.000,1,
422,2,133,1,160.0000,305.0000,2026-10-16 14:30:00.000,2026-10-16 15:30:00.000,1,
423,2,133,1,160.0000,305.0000,2026-11-06 14:30:00.000,2026-11-06 15:30:00.000,1,
424,2,133,1,160.0000,305.0000,2026-11-27 14:30:00.000,2026-11-27 15:30:00.000,1,
425,2,133,1,160.0000,305.0000,2026-12-11 14:30:00.000,2026-12-11 15:30:00.000,1,
426,2,133,1,160.0000,305.0000,2027-01-08 14:30:00.000,2027-01-08 15:30:00.000,1,
427,2,133,1,160.0000,305.0000,2027-01-22 14:30:00.000,2027-01-22 15:30:00.000,1,
428,3,654,3,145.0000,240.0000,2026-10-03 09:00:00.000,2026-10-03 10:00:00.000,1,
429,3,654,3,145.0000,240.0000,2026-10-17 09:00:00.000,2026-10-17 10:00:00.000,1,
430,3,654,3,145.0000,240.0000,2026-11-07 09:00:00.000,2026-11-07 10:00:00.000,1,
431,3,654,3,145.0000,240.0000,2026-11-28 09:00:00.000,2026-11-28 10:00:00.000,1,
432,3,654,3,145.0000,240.0000,2026-12-12 09:00:00.000,2026-12-12 10:00:00.000,1,
433,3,654,3,145.0000,240.0000,2027-01-09 09:00:00.000,2027-01-09 10:00:00.000,1,
434,3,654,3,145.0000,240.0000,2027-01-23 09:00:00.000,2027-01-23 10:00:00.000,1,
435,4,279,1,60.0000,75.0000,2026-10-04 10:00:00.000,2026-10-04 12:00:00.000,1,
436,4,279,1,60.0000,75.0000,2026-10-18 10:00:00.000,2026-10-18 12:00:00.000,1,
437,4,279,1,60.0000,75.0000,2026-11-08 10:00:00.000,2026-11-08 12:00:00.000,1,
438,4,279,1,60.0000,75.0000,2026-11-29 10:00:00.000,2026-11-29 12:00:00.000,1,
439,4,279,1,60.0000,75.0000,2026-12-13 10:00:00.000,2026-12-13 12:00:00.000,1,
440,4,279,1,60.0000,75.0000,2027-01-10 10:00:00.000,2027-01-10 12:00:00.000,1,
441,4,279,1,60.0000,75.0000,2027-01-24 10:00:00.000,2027-01-24 12:00:00.000,1,
442,5,1053,1,190.0000,340.0000,2026-10-04 15:00:00.000,2026-10-04 18:00:00.000,1,
443,5,1053,1,190.0000,340.0000,2026-10-18 15:00:00.000,2026-10-18 18:00:00.000,1,
444,5,1053,1,190.0000,340.0000,2026-11-08 15:00:00.000,2026-11-08 18:00:00.000,1,
445,5,300,3,190.0000,340.0000,2026-11-29 16:00:00.000,2026-11-29 19:00:00.000,1,
446,5,1053,1,190.0000,340.0000,2026-12-13 15:00:00.000,2026-12-13 18:00:00.000,1,
447,5,1053,1,190.0000,340.0000,2027-01-10 15:00:00.000,2027-01-10 18:00:00.000,1,
448,5,1053,1,190.0000,340.0000,2027-01-24 15:00:00.000,2027-01-24 18:00:00.000,1,
449,6,1025,1,65.0000,115.0000,2027-03-05 08:00:00.000,2027-03-05 09:00:00.000,1,
450,6,1025,1,65.0000,115.0000,2027-03-19 08:00:00.000,2027-03-19 09:00:00.000,1,
451,6,1025,1,65.0000,115.0000,2027-04-02 08:00:00.000,2027-04-02 09:00:00.000,1,
452,6,1025,1,65.0000,115.0000,2027-04-16 08:00:00.000,2027-04-16 09:00:00.000,1,
453,6,1025,1,65.0000,115.0000,2027-04-23 08:00:00.000,2027-04-23 09:00:00.000,1,
454,6,1025,1,65.0000,115.0000,2027-05-28 08:00:00.000,2027-05-28 09:00:00.000,1,
455,6,1025,1,65.0000,115.0000,2027-06-11 08:00:00.000,2027-06-11 09:00:00.000,1,
456,7,1096,1,145.0000,270.0000,2027-03-05 10:30:00.000,2027-03-05 12:00:00.000,1,
457,7,1096,1,145.0000,270.0000,2027-03-19 10:30:00.000,2027-03-19 12:00:00.000,1,
458,7,1096,1,145.0000,270.0000,2027-04-02 10:30:00.000,2027-04-02 12:00:00.000,1,
459,7,1096,1,145.0000,270.0000,2027-04-16 10:30:00.000,2027-04-16 12:00:00.000,1,
460,7,1096,1,145.0000,270.0000,2027-04-23 10:30:00.000,2027-04-23 12:00:00.000,1,
461,7,1096,1,145.0000,270.0000,2027-05-28 10:30:00.000,2027-05-28 12:00:00.000,1,
462,7,1096,1,145.0000,270.0000,2027-06-11 10:30:00.000,2027-06-11 12:00:00.000,1,
463,8,654,1,75.0000,140.0000,2027-03-06 14:00:00.000,2027-03-06 16:00:00.000,1,
464,8,654,1,75.0000,140.0000,2027-03-20 14:00:00.000,2027-03-20 16:00:00.000,1,
465,8,654,1,75.0000,140.0000,2027-04-03 14:00:00.000,2027-04-03 16:00:00.000,1,
466,8,654,1,75.0000,140.0000,2027-04-17 14:00:00.000,2027-04-17 16:00:00.000,1,
467,8,654,1,75.0000,140.0000,2027-04-24 14:00:00.000,2027-04-24 16:00:00.000,1,
468,8,654,1,75.0000,140.0000,2027-05-29 14:00:00.000,2027-05-29 16:00:00.000,1,
469,8,654,1,75.0000,140.0000,2027-06-12 14:00:00.000,2027-06-12 16:00:00.000,1,
470,9,5,1,60.0000,120.0000,2027-03-07 09:00:00.000,2027-03-07 12:00:00.000,1,
471,9,5,1,60.0000,120.0000,2027-03-21 09:00:00.000,2027-03-21 12:00:00.000,1,
472,9,5,1,60.0000,120.0000,2027-04-04 09:00:00.000,2027-04-04 12:00:00.000,1,
473,9,5,1,60.0000,120.0000,2027-04-18 09:00:00.000,2027-04-18 12:00:00.000,1,
474,9,5,1,60.0000,120.0000,2027-04-25 09:00:00.000,2027-04-25 12:00:00.000,1,
475,9,5,1,60.0000,120.0000,2027-05-30 09:00:00.000,2027-05-30 12:00:00.000,1,
476,9,5,1,60.0000,120.0000,2027-06-13 09:00:00.000,2027-06-13 12:00:00.000,1,
477,10,1053,3,115.0000,150.0000,2027-03-07 15:00:00.000,2027-03-07 17:00:00.000,1,
478,10,1053,3,115.0000,150.0000,2027-03-21 15:00:00.000,2027-03-21 17:00:00.000,1,
479,10,1053,3,115.0000,150.0000,2027-04-04 15:00:00.000,2027-04-04 17:00:00.000,1,
480,10,1053,3,115.0000,150.0000,2027-04-18 15:00:00.000,2027-04-18 17:00:00.000,1,
481,10,1053,3,115.0000,150.0000,2027-04-25 15:00:00.000,2027-04-25 17:00:00.000,1,
482,10,1053,3,115.0000,150.0000,2027-05-30 15:00:00.000,2027-05-30 17:00:00.000,1,
483,10,1053,3,115.0000,150.0000,2027-06-13 15:00:00.000,2027-06-13 17:00:00.000,1,
484,11,1025,1,80.0000,120.0000,2027-10-01 12:00:00.000,2027-10-01 14:00:00.000,1,
485,11,1025,1,80.0000,120.0000,2027-10-15 12:00:00.000,2027-10-15 14:00:00.000,1,
486,11,1025,1,80.0000,120.0000,2027-10-29 12:00:00.000,2027-10-29 14:00:00.000,1,
487,11,1025,3,80.0000,120.0000,2027-11-12 10:00:00.000,2027-11-12 12:00:00.000,1,
488,11,1025,1,80.0000,120.0000,2027-11-26 12:00:00.000,2027-11-26 14:00:00.000,1,
489,11,1025,1,80.0000,120.0000,2028-01-07 12:00:00.000,2028-01-07 14:00:00.000,1,
490,11,1025,1,80.0000,120.0000,2028-01-21 12:00:00.000,2028-01-21 14:00:00.000,1,
491,12,133,1,165.0000,305.0000,2027-10-01 15:00:00.000,2027-10-01 16:00:00.000,1,
492,12,133,1,165.0000,305.0000,2027-10-15 15:00:00.000,2027-10-15 16:00:00.000,1,
493,12,133,1,165.0000,305.0000,2027-10-29 15:00:00.000,2027-10-29 16:00:00.000,1,
494,12,944,1,165.0000,305.0000,2027-11-12 16:00:00.000,2027-11-12 17:00:00.000,1,
495,12,133,1,165.0000,305.0000,2027-11-26 15:00:00.000,2027-11-26 16:00:00.000,1,
496,12,133,1,165.0000,305.0000,2028-01-07 15:00:00.000,2028-01-07 16:00:00.000,1,
497,12,133,1,165.0000,305.0000,2028-01-21 15:00:00.000,2028-01-21 16:00:00.000,1,
498,13,654,1,150.0000,205.0000,2027-10-02 10:00:00.000,2027-10-02 13:00:00.000,1,
499,13,654,1,150.0000,205.0000,2027-10-16 10:00:00.000,2027-10-16 13:00:00.000,1,
500,13,654,1,150.0000,205.0000,2027-10-30 10:00:00.000,2027-10-30 13:00:00.000,1,
501,13,654,1,150.0000,205.0000,2027-11-13 10:00:00.000,2027-11-13 13:00:00.000,1,
502,13,654,1,150.0000,205.0000,2027-11-27 10:00:00.000,2027-11-27 13:00:00.000,1,
503,13,654,1,150.0000,205.0000,2028-01-08 10:00:00.000,2028-01-08 13:00:00.000,1,
504,13,654,1,150.0000,205.0000,2028-01-22 10:00:00.000,2028-01-22 13:00:00.000,1,
505,14,279,1,150.0000,260.0000,2027-10-03 10:30:00.000,2027-10-03 12:30:00.000,1,
506,14,279,1,150.0000,260.0000,2027-10-17 10:30:00.000,2027-10-17 12:30:00.000,1,
507,14,279,1,150.0000,260.0000,2027-10-31 10:30:00.000,2027-10-31 12:30:00.000,1,
508,14,279,1,150.0000,260.0000,2027-11-14 10:30:00.000,2027-11-14 12:30:00.000,1,
509,14,279,1,150.0000,260.0000,2027-11-28 10:30:00.000,2027-11-28 12:30:00.000,1,
510,14,279,1,150.0000,260.0000,2028-01-09 10:30:00.000,2028-01-09 12:30:00.000,1,
511,14,279,1,150.0000,260.0000,2028-01-23 10:30:00.000,2028-01-23 12:30:00.000,1,
512,15,1053,1,155.0000,200.0000,2027-10-03 14:00:00.000,2027-10-03 16:00:00.000,2,138
513,15,1053,1,155.0000,200.0000,2027-10-17 14:00:00.000,2027-10-17 16:00:00.000,2,138
514,15,1053,1,155.0000,200.0000,2027-10-31 14:00:00.000,2027-10-31 16:00:00.000,2,138
515,15,1053,1,155.0000,200.0000,2027-11-14 14:00:00.000,2027-11-14 16:00:00.000,2,138
516,15,1053,1,155.0000,200.0000,2027-11-28 14:00:00.000,2027-11-28 16:00:00.000,2,138
517,15,1053,1,155.0000,200.0000,2028-01-09 14:00:00.000,2028-01-09 16:00:00.000,2,138
518,15,1053,1,155.0000,200.0000,2028-01-23 14:00:00.000,2028-01-23 16:00:00.000,2,138
519,16,1025,1,50.0000,80.0000,2028-03-03 08:00:00.000,2028-03-03 09:00:00.000,1,
520,16,1025,1,50.0000,80.0000,2028-03-17 08:00:00.000,2028-03-17 09:00:00.000,1,
521,16,1025,1,50.0000,80.0000,2028-03-31 08:00:00.000,2028-03-31 09:00:00.000,1,
522,16,1025,1,50.0000,80.0000,2028-04-28 08:00:00.000,2028-04-28 09:00:00.000,1,
523,16,1025,1,50.0000,80.0000,2028-05-12 08:00:00.000,2028-05-12 09:00:00.000,1,
524,16,1025,1,50.0000,80.0000,2028-05-26 08:00:00.000,2028-05-26 09:00:00.000,1,
525,16,1025,1,50.0000,80.0000,2028-06-09 08:00:00.000,2028-06-09 09:00:00.000,1,
526,17,133,3,150.0000,295.0000,2028-03-03 13:00:00.000,2028-03-03 16:00:00.000,1,
527,17,133,1,150.0000,295.0000,2028-03-17 10:00:00.000,2028-03-17 13:00:00.000,1,
528,17,133,1,150.0000,295.0000,2028-03-31 10:00:00.000,2028-03-31 13:00:00.000,1,
529,17,133,1,150.0000,295.0000,2028-04-28 10:00:00.000,2028-04-28 13:00:00.000,1,
530,17,133,1,150.0000,295.0000,2028-05-12 10:00:00.000,2028-05-12 13:00:00.000,1,
531,17,133,1,150.0000,295.0000,2028-05-26 10:00:00.000,2028-05-26 13:00:00.000,1,
532,17,133,1,150.0000,295.0000,2028-06-09 10:00:00.000,2028-06-09 13:00:00.000,1,
533,18,654,1,60.0000,80.0000,2028-03-04 15:00:00.000,2028-03-04 18:00:00.000,1,
534,18,654,1,60.0000,80.0000,2028-03-18 15:00:00.000,2028-03-18 18:00:00.000,1,
535,18,654,1,60.0000,80.0000,2028-04-01 15:00:00.000,2028-04-01 18:00:00.000,1,
536,18,654,1,60.0000,80.0000,2028-04-29 15:00:00.000,2028-04-29 18:00:00.000,1,
537,18,654,1,60.0000,80.0000,2028-05-13 15:00:00.000,2028-05-13 18:00:00.000,1,
538,18,654,1,60.0000,80.0000,2028-05-27 15:00:00.000,2028-05-27 18:00:00.000,1,
539,18,654,1,60.0000,80.0000,2028-06-10 15:00:00.000,2028-06-10 18:00:00.000,1,
540,19,279,1,145.0000,240.0000,2028-03-05 12:00:00.000,2028-03-05 14:00:00.000,1,
541,19,279,1,145.0000,240.0000,2028-03-19 12:00:00.000,2028-03-19 14:00:00.000,1,
