DetailID,OrderID,ActivityID,TypeOfActivity,Price,PaidDate,PaymentStatus
21111,7122,2046,1,189.95,2022-11-20 18:39:00,udane
21112,7122,2079,1,0,2022-11-20 18:37:00,udane
21113,7123,2274,1,103.96,2023-02-20 12:06:00,udane
21114,7123,2422,1,272.84,2023-02-20 12:09:00,udane
21115,7124,2549,1,70.47,2023-05-10 07:03:00,udane
21116,7124,2589,1,89.41,2023-05-10 07:08:00,udane
21117,7124,2609,1,282.49,2023-05-10 07:03:00,udane
21118,7124,2614,1,210.2,2023-05-10 07:03:00,udane
21119,7124,2646,1,117.22,2023-05-10 07:07:00,udane
21120,7125,2747,1,151.94,2023-07-30 21:04:00,udane
21121,7125,2806,1,105.69,2023-07-30 21:03:00,udane
21122,7126,3018,1,290.32,2023-11-17 20:40:00,udane
21123,7126,3092,1,119.79,2023-11-17 20:40:00,udane
21124,7127,3243,1,280.01,2024-01-06 07:06:00,udane
21125,7127,3294,1,0,2024-01-06 07:09:00,udane
21126,7128,3430,1,255.12,2024-03-16 13:50:00,udane
21127,7128,3591,1,231.11,2024-03-16 13:48:00,udane
21128,7129,3602,1,0,2024-05-13 11:39:00,udane
21129,7129,3661,1,241.84,2024-05-13 11:37:00,udane
21130,7129,3746,1,115.77,2024-05-13 11:37:00,udane
21131,7130,3866,1,269.68,2024-08-23 16:04:00,udane
21132,7130,3894,1,156.77,2024-08-23 16:07:00,udane
21133,7130,3947,1,253.01,2024-08-23 16:02:00,udane
21134,7131,4136,1,243.83,2024-12-04 21:07:00,udane
21135,7131,4199,1,253.03,2024-12-04 21:08:00,udane
21136,7131,4271,1,217.31,2024-12-04 21:02:00,udane
21137,7133,127,1,277.99,2021-01-29 21:01:00,udane
21138,7133,153,1,165.01,2021-01-29 21:10:00,udane
21139,7133,172,1,195.07,2021-01-29 21:07:00,udane
21140,7133,275,1,207.41,2021-01-29 21:08:00,udane
21141,7134,250,2,679,2021-04-06 08:52:00,udane
21142,7134,411,1,163.67,2021-04-06 08:51:00,udane
21143,7134,413,1,151.42,2021-04-06 08:48:00,udane
21144,7134,455,1,0,2021-04-06 08:52:00,udane
21145,7135,515,1,299.09,2021-06-14 10:54:00,udane
21146,7135,568,1,196.83,2021-06-14 10:54:00,udane
21147,7135,94,2,1229,2021-06-14 10:47:00,udane
21148,7136,692,1,291.64,2021-08-09 18:51:00,udane
21149,7136,714,1,86.06,2021-08-09 18:50:00,udane
21150,7136,735,1,66.9,2021-08-09 18:49:00,udane
21151,7136,204,2,1119,2021-08-09 18:54:00,udane
21152,7136,22,2,500,2021-08-09 18:51:00,udane
21153,7137,896,1,182.92,2021-10-31 19:35:00,udane
21154,7137,1027,1,149.59,2021-10-31 19:37:00,udane
21155,7138,1089,1,0,2021-12-30 09:32:00,udane
21156,7138,1128,1,56.18,2021-12-30 09:34:00,udane
21157,7138,1194,1,74.97,2021-12-30 09:32:00,udane
21158,7138,1261,1,56.0,2021-12-30 09:33:00,udane
21159,7138,1271,1,58.56,2021-12-30 09:35:00,udane
21160,7139,1363,1,97.17,2022-03-18 21:02:00,udane
21161,7139,1364,1,173.52,2022-03-18 21:07:00,udane
21162,7139,1377,1,143.51,2022-03-18 21:06:00,udane
21163,7139,1405,1,159.69,2022-03-18 21:09:00,udane
21164,7139,1460,1,0,2022-03-18 21:07:00,udane
21165,7139,1461,1,121.0,2022-03-18 21:08:00,udane
21166,7139,1466,1,146.59,2022-03-18 21:05:00,udane
21167,7139,134,2,1559,2022-03-18 21:08:00,udane
21168,7140,1548,1,260.92,2022-05-24 07:06:00,udane
21169,7140,1686,1,60.26,2022-05-24 07:04:00,udane
21170,7140,1705,1,110.31,2022-05-24 07:10:00,udane
21171,7140,1711,1,292.04,2022-05-24 07:08:00,udane
21172,7140,3,2,649,2022-05-24 07:08:00,udane
21173,7141,1747,1,51.06,2022-07-19 15:54:00,udane
21174,7141,1811,1,297.96,2022-07-19 15:47:00,udane
21175,7141,1895,1,214.77,2022-07-19 15:55:00,udane
21176,7142,2083,1,142.47,2022-11-13 07:08:00,udane
21177,7142,2089,1,196.34,2022-11-13 07:08:00,udane
21178,7142,77,2,1479,2022-11-13 07:09:00,udane
21179,7143,211,2,445,2023-02-06 08:04:00,udane
21180,7143,2336,1,198.05,2023-02-06 08:01:00,udane
21181,7143,2342,1,62.06,2023-02-06 08:06:00,udane
21182,7143,63,2,889,2023-02-06 08:08:00,udane
21183,7143,2351,1,278.19,2023-02-06 08:09:00,udane
21184,7144,2448,1,250.53,2023-04-15 07:06:00,udane
21185,7144,2463,1,152.72,2023-04-15 07:01:00,udane
21186,7144,2470,1,133.7,2023-04-15 07:03:00,udane
21187,7144,2545,1,189.97,2023-04-15 07:06:00,udane
21188,7144,2607,1,272.88,2023-04-15 07:07:00,udane
21189,7145,2661,1,182.29,2023-06-29 07:06:00,udane
21190,7145,2778,1,160.12,2023-06-29 07:01:00,udane
21191,7145,2782,1,230.88,2023-06-29 07:09:00,udane
21192,7146,2846,1,253.68,2023-08-27 07:07:00,udane
21193,7146,2864,1,0,2023-08-27 07:02:00,udane
21194,7146,233,2,1515,2023-08-27 07:06:00,udane
21195,7146,2940,1,158.92,2023-08-27 07:05:00,udane
21196,7146,2944,1,232.89,2023-08-27 07:06:00,udane
21197,7147,3059,1,169.93,2023-11-20 07:23:00,udane
21198,7147,3164,1,246.43,2023-11-20 07:24:00,udane
21199,7148,3299,1,134.83,2024-02-18 08:38:00,udane
21200,7148,3332,1,0,2024-02-18 08:33:00,udane
21201,7148,3361,1,296.99,2024-02-18 08:39:00,udane
21202,7148,3366,1,231.89,2024-02-18 08:37:00,udane
21203,7148,3370,1,232.28,2024-02-18 08:31:00,udane
21204,7148,147,2,1565,2024-02-18 08:35:00,udane
21205,7148,3412,1,136.27,2024-02-18 08:34:00,udane
21206,7149,3641,1,179.13,2024-05-21 07:08:00,udane
21207,7150,3814,1,166.21,2024-07-27 13:54:00,udane
21208,7150,3840,1,279.45,2024-07-27 13:54:00,udane
21209,7150,3915,1,0,2024-07-27 13:50:00,udane
21210,7150,3958,1,63.07,2024-07-27 13:51:00,udane
21211,7150,3966,1,216.03,2024-07-27 13:48:00,udane
21212,7150,3967,1,58.27,2024-07-27 13:50:00,udane
21213,7151,4006,1,64.0,2024-10-26 19:49:00,udane
21214,7151,4040,1,139.98,2024-10-26 19:49:00,udane
21215,7151,4057,1,159.14,2024-10-26 19:47:00,udane
21216,7152,4208,1,178.89,2024-12-29 07:03:00,udane
21217,7152,4346,1,119.95,2024-12-29 07:07:00,udane
21218,7152,4395,1,50.59,2024-12-29 07:04:00,udane
21219,7154,140,2,1159,2021-02-11 09:51:00,udane
21220,7154,141,1,201.25,2021-02-11 09:54:00,udane
21221,7154,165,1,115.7,2021-02-11 09:50:00,udane
21222,7154,56,2,1279,2021-02-11 09:54:00,udane
21223,7155,315,1,131.19,2021-04-14 09:23:00,udane
21224,7155,332,1,57.63,2021-04-14 09:21:00,udane
21225,7155,236,2,405,2021-04-14 09:16:00,udane
21226,7156,561,1,82.77,2021-07-09 07:07:00,udane
21227,7156,585,1,134.93,2021-07-09 07:09:00,udane
21228,7156,704,1,111.18,2021-07-09 07:02:00,udane
21229,7157,797,1,138.14,2021-09-23 07:03:00,udane
21230,7157,824,1,141.91,2021-09-23 07:02:00,udane
21231,7157,863,1,224.13,2021-09-23 07:05:00,udane
21232,7157,945,1,272.11,2021-09-23 07:09:00,udane
21233,7158,1124,1,213.02,2021-12-31 08:34:00,udane
21234,7158,1160,1,69.33,2021-12-31 08:39:00,udane
21235,7159,1309,1,172.76,2022-03-09 09:16:00,udane
21236,7159,1327,1,62.75,2022-03-09 09:16:00,udane
21237,7160,37,2,1455,2022-05-15 08:48:00,udane
21238,7160,1488,1,267.21,2022-05-15 08:51:00,udane
21239,7160,1511,1,287.29,2022-05-15 08:52:00,udane
21240,7160,1523,1,254.79,2022-05-15 08:53:00,udane
21241,7160,1658,1,198.6,2022-05-15 08:50:00,udane
21242,7161,132,2,1215,2022-08-09 13:03:00,udane
21243,7161,1814,1,188.34,2022-08-09 13:09:00,udane
21244,7162,1922,1,276.31,2022-10-12 12:23:00,udane
21245,7162,1953,1,223.69,2022-10-12 12:17:00,udane
21246,7163,2177,1,271.41,2023-01-08 19:21:00,udane
21247,7163,2270,1,149.77,2023-01-08 19:20:00,udane
21248,7164,2517,1,264.45,2023-05-16 07:02:00,udane
21249,7164,2557,1,246.86,2023-05-16 07:03:00,udane
21250,7164,2622,1,52.47,2023-05-16 07:03:00,udane
21251,7165,2701,1,127.93,2023-07-05 07:24:00,udane
21252,7165,2741,1,221.42,2023-07-05 07:25:00,udane
21253,7165,2762,1,216.44,2023-07-05 07:18:00,udane
21254,7166,2972,1,153.19,2023-10-28 15:49:00,udane
21255,7166,3017,1,250.09,2023-10-28 15:48:00,udane
21256,7166,3036,1,176.79,2023-10-28 15:48:00,udane
21257,7166,3046,1,264.64,2023-10-28 15:49:00,udane
21258,7166,3054,1,154.44,2023-10-28 15:49:00,udane
21259,7166,3141,1,147.69,2023-10-28 15:52:00,udane
21260,7167,3223,1,108.87,2024-01-15 12:08:00,udane
21261,7167,3246,1,198.86,2024-01-15 12:03:00,udane
21262,7167,3319,1,124.54,2024-01-15 12:04:00,udane
21263,7167,3384,1,216.25,2024-01-15 12:09:00,udane
21264,7168,3539,1,0,2024-04-25 20:08:00,udane
21265,7169,3829,1,139.74,2024-07-30 07:05:00,udane
21266,7170,4117,1,161.22,2024-11-20 07:05:00,udane
21267,7172,74,1,241.4,2021-01-14 14:55:00,udane
21268,7172,245,2,1080,2021-01-14 14:46:00,udane
21269,7172,109,1,99.89,2021-01-14 14:50:00,udane
21270,7172,131,1,273.7,2021-01-14 14:50:00,udane
21271,7172,177,1,271.74,2021-01-14 14:49:00,udane
21272,7172,208,1,185.42,2021-01-14 14:50:00,udane
21273,7172,212,1,153.05,2021-01-14 14:55:00,udane
21274,7173,335,1,203.13,2021-04-21 21:52:00,udane
21275,7173,236,2,405,2021-04-21 21:46:00,udane
21276,7174,531,1,0,2021-06-27 07:06:00,udane
21277,7174,533,1,228.34,2021-06-27 07:07:00,udane
21278,7174,620,1,202.41,2021-06-27 07:07:00,udane
21279,7174,645,1,0,2021-06-27 07:05:00,udane
21280,7174,671,1,287.56,2021-06-27 07:08:00,udane
21281,7175,727,1,143.12,2021-08-15 21:02:00,udane
21282,7175,742,1,0,2021-08-15 21:03:00,udane
21283,7175,778,1,0,2021-08-15 21:02:00,udane
21284,7175,814,1,206.71,2021-08-15 21:02:00,udane
21285,7175,849,1,262.77,2021-08-15 21:07:00,udane
21286,7176,923,1,147.08,2021-11-03 15:21:00,udane
21287,7176,1087,1,131.46,2021-11-03 15:24:00,udane
21288,7177,1161,1,285.18,2022-01-17 21:47:00,udane
21289,7178,1346,1,275.15,2022-03-17 07:08:00,udane
21290,7178,1380,1,220.16,2022-03-17 07:02:00,udane
21291,7178,1397,1,81.48,2022-03-17 07:09:00,udane
21292,7178,1450,1,133.53,2022-03-17 07:03:00,udane
21293,7178,1455,1,247.13,2022-03-17 07:01:00,udane
21294,7178,1493,1,201.16,2022-03-17 07:10:00,udane
21295,7179,1582,1,76.9,2022-05-27 20:02:00,udane
21296,7179,1600,1,87.1,2022-05-27 20:02:00,udane
21297,7179,1684,1,135.35,2022-05-27 20:04:00,udane
21298,7180,1761,1,162.19,2022-08-19 07:04:00,udane
21299,7180,1870,1,97.19,2022-08-19 07:07:00,udane
21300,7181,1987,1,238.45,2022-10-15 21:07:00,udane
21301,7181,2033,1,71.77,2022-10-15 21:10:00,udane
21302,7181,2091,1,204.28,2022-10-15 21:03:00,udane
21303,7181,2141,1,55.91,2022-10-15 21:05:00,udane
21304,7181,2150,1,0,2022-10-15 21:01:00,udane
21305,7182,2255,1,163.15,2023-01-25 19:34:00,udane
21306,7182,2263,1,93.52,2023-01-25 19:34:00,udane
21307,7182,2315,1,0,2023-01-25 19:33:00,udane
21308,7183,2445,1,279.44,2023-03-31 21:07:00,udane
21309,7183,2593,1,139.42,2023-03-31 21:07:00,udane
21310,7184,2648,1,176.27,2023-06-13 18:46:00,udane
21311,7184,2683,1,125.29,2023-06-13 18:48:00,udane
21312,7185,2813,1,183.78,2023-08-20 15:22:00,udane
21313,7185,2833,1,94.03,2023-08-20 15:19:00,udane
21314,7185,179,2,729,2023-08-20 15:21:00,udane
21315,7185,2913,1,79.05,2023-08-20 15:20:00,udane
21316,7185,2944,1,232.89,2023-08-20 15:17:00,udane
21317,7185,2950,1,109.92,2023-08-20 15:25:00,udane
21318,7186,3020,1,143.02,2023-10-26 21:05:00,udane
21319,7186,3072,1,290.34,2023-10-26 21:10:00,udane
21320,7186,3078,1,126.29,2023-10-26 21:04:00,udane
21321,7186,3163,1,0,2023-10-26 21:09:00,udane
21322,7186,3173,1,0,2023-10-26 21:10:00,udane
21323,7186,3187,1,0,2023-10-26 21:07:00,udane
21324,7187,3200,1,271.93,2023-12-20 07:10:00,udane
21325,7187,3227,1,282.91,2023-12-20 07:03:00,udane
21326,7187,3245,1,68.96,2023-12-20 07:07:00,udane
21327,7187,3252,1,181.67,2023-12-20 07:07:00,udane
21328,7187,3255,1,279.75,2023-12-20 07:05:00,udane
21329,7188,3430,1,255.12,2024-03-25 13:51:00,udane
21330,7188,3528,1,153.84,2024-03-25 13:51:00,udane
21331,7189,3747,1,70.51,2024-07-20 09:21:00,udane
21332,7189,3789,1,131.63,2024-07-20 09:18:00,udane
21333,7191,229,1,286.15,2021-02-16 21:06:00,udane
21334,7191,279,1,265.7,2021-02-16 21:02:00,udane
21335,7191,289,1,139.38,2021-02-16 21:09:00,udane
21336,7191,307,1,101.25,2021-02-16 21:01:00,udane
21337,7191,315,1,131.19,2021-02-16 21:10:00,udane
21338,7191,325,1,54.0,2021-02-16 21:01:00,udane
21339,7191,327,1,293.8,2021-02-16 21:05:00,udane
21340,7192,527,1,170.21,2021-06-18 08:23:00,udane
21341,7192,538,1,135.58,2021-06-18 08:23:00,udane
21342,7193,737,1,179.75,2021-09-02 13:17:00,udane
21343,7193,828,1,239.32,2021-09-02 13:22:00,udane
21344,7193,911,1,119.58,2021-09-02 13:23:00,udane
21345,7194,1030,1,92.88,2021-12-06 07:04:00,udane
21346,7194,1042,1,0,2021-12-06 07:03:00,udane
21347,7194,1150,1,272.61,2021-12-06 07:04:00,udane
21348,7195,176,2,1535,2022-02-08 08:21:00,udane
21349,7195,1317,1,185.19,2022-02-08 08:22:00,udane
21350,7195,1322,1,267.14,2022-02-08 08:17:00,udane
21351,7196,1547,1,234.44,2022-06-02 16:47:00,udane
21352,7196,1555,1,56.92,2022-06-02 16:51:00,udane
21353,7196,1704,1,0,2022-06-02 16:52:00,udane
21354,7196,1708,1,77.4,2022-06-02 16:51:00,udane
21355,7197,76,2,1480,2022-08-02 08:54:00,udane
21356,7197,1784,1,170.23,2022-08-02 08:54:00,udane
21357,7198,2190,1,293.69,2023-01-09 07:06:00,udane
21358,7198,2254,1,79.95,2023-01-09 07:07:00,udane
21359,7198,2273,1,130.35,2023-01-09 07:08:00,udane
21360,7198,2313,1,295.85,2023-01-09 07:04:00,udane
21361,7198,2343,1,211.44,2023-01-09 07:02:00,udane
21362,7199,2472,1,214.26,2023-04-22 09:55:00,udane
21363,7199,2530,1,98.63,2023-04-22 09:47:00,udane
21364,7199,2644,1,132.77,2023-04-22 09:51:00,udane
21365,7200,2693,1,0,2023-07-04 18:50:00,udane
21366,7200,2694,1,160.52,2023-07-04 18:46:00,udane
21367,7201,2859,1,134.04,2023-09-14 07:06:00,udane
21368,7201,2926,1,271.9,2023-09-14 07:10:00,udane
21369,7202,3065,1,295.18,2023-11-14 21:01:00,udane
21370,7202,3090,1,0,2023-11-14 21:02:00,udane
21371,7202,3152,1,252.59,2023-11-14 21:09:00,udane
21372,7203,3267,1,118.22,2024-02-05 08:55:00,udane
21373,7203,3317,1,247.44,2024-02-05 08:53:00,udane
21374,7203,3342,1,0,2024-02-05 08:51:00,udane
21375,7203,3358,1,245.36,2024-02-05 08:47:00,udane
21376,7203,3437,1,199.46,2024-02-05 08:46:00,udane
21377,7204,3448,1,173.5,2024-03-17 07:10:00,udane
21378,7205,3729,1,177.35,2024-07-12 14:34:00,udane
21379,7205,3807,1,55.56,2024-07-12 14:32:00,udane
21380,7205,3822,1,165.65,2024-07-12 14:32:00,udane
21381,7205,246,2,1030,2024-07-12 14:35:00,udane
21382,7206,3887,1,146.13,2024-08-19 14:46:00,udane
21383,7206,4038,1,0,2024-08-19 14:47:00,udane
21384,7207,4057,1,159.14,2024-11-06 11:31:00,udane
21385,7207,4142,1,224.27,2024-11-06 11:34:00,udane
21386,7207,13,2,799,2024-11-06 11:36:00,udane
21387,7209,125,1,216.62,2021-01-26 16:16:00,udane
21388,7209,216,1,280.33,2021-01-26 16:17:00,udane
21389,7210,325,1,54.0,2021-03-24 07:38:00,udane
21390,7210,453,1,0,2021-03-24 07:37:00,udane
21391,7210,459,1,236.84,2021-03-24 07:31:00,udane
21392,7210,511,1,94.7,2021-03-24 07:34:00,udane
21393,7211,659,1,102.79,2021-08-04 15:22:00,udane
21394,7211,706,1,249.14,2021-08-04 15:17:00,udane
21395,7211,738,1,153.27,2021-08-04 15:21:00,udane
21396,7211,779,1,60.91,2021-08-04 15:20:00,udane
21397,7211,138,2,489,2021-08-04 15:21:00,udane
21398,7212,912,1,206.62,2021-10-07 19:34:00,udane
21399,7212,972,1,205.2,2021-10-07 19:31:00,udane
21400,7212,137,2,1189,2021-10-07 19:40:00,udane
21401,7212,1016,1,67.96,2021-10-07 19:36:00,udane
21402,7212,1053,1,298.51,2021-10-07 19:31:00,udane
21403,7213,1184,1,172.69,2022-01-18 07:51:00,udane
21404,7213,1220,1,162.35,2022-01-18 07:50:00,udane
21405,7213,144,2,1209,2022-01-18 07:52:00,udane
21406,7213,1290,1,218.63,2022-01-18 07:53:00,udane
21407,7213,1296,1,161.32,2022-01-18 07:54:00,udane
21408,7213,1320,1,104.94,2022-01-18 07:47:00,udane
21409,7213,1324,1,290.46,2022-01-18 07:49:00,udane
21410,7214,1364,1,173.52,2022-03-10 07:04:00,udane
21411,7214,1399,1,272.77,2022-03-10 07:05:00,udane
21412,7215,1565,1,176.28,2022-05-30 19:04:00,udane
21413,7215,1621,1,96.27,2022-05-30 19:02:00,udane
21414,7215,1628,1,245.31,2022-05-30 19:09:00,udane
21415,7215,1649,1,271.76,2022-05-30 19:07:00,udane
21416,7215,1723,1,233.81,2022-05-30 19:04:00,udane
21417,7216,1846,1,258.37,2022-09-12 10:52:00,udane
21418,7216,1900,1,60.32,2022-09-12 10:55:00,udane
21419,7216,1915,1,108.86,2022-09-12 10:49:00,udane
21420,7216,1993,1,122.61,2022-09-12 10:53:00,udane
21421,7217,2095,1,0,2022-11-25 07:09:00,udane
21422,7217,2138,1,0,2022-11-25 07:01:00,udane
21423,7217,2192,1,95.9,2022-11-25 07:10:00,udane
21424,7217,2249,1,117.46,2022-11-25 07:05:00,udane
21425,7218,2259,1,284.19,2023-01-27 07:07:00,udane
21426,7218,2301,1,131.52,2023-01-27 07:08:00,udane
21427,7219,2423,1,64.98,2023-03-27 09:39:00,udane
21428,7219,2444,1,55.8,2023-03-27 09:34:00,udane
21429,7219,2544,1,299.71,2023-03-27 09:39:00,udane
21430,7219,2563,1,166.73,2023-03-27 09:32:00,udane
21431,7220,2657,1,119.16,2023-06-23 09:51:00,udane
21432,7220,220,2,959,2023-06-23 09:48:00,udane
21433,7220,2670,1,134.58,2023-06-23 09:51:00,udane
21434,7220,2715,1,248.26,2023-06-23 09:48:00,udane
21435,7220,2727,1,134.42,2023-06-23 09:55:00,udane
21436,7220,2737,1,243.99,2023-06-23 09:51:00,udane
21437,7220,2786,1,237.18,2023-06-23 09:46:00,udane
21438,7221,2833,1,94.03,2023-08-19 10:24:00,udane
21439,7221,2944,1,232.89,2023-08-19 10:23:00,udane
21440,7222,3036,1,176.79,2023-11-05 07:33:00,udane
21441,7222,3062,1,107.73,2023-11-05 07:31:00,udane
21442,7222,3117,1,58.82,2023-11-05 07:39:00,udane
21443,7222,3161,1,57.03,2023-11-05 07:40:00,udane
21444,7222,202,2,599,2023-11-05 07:38:00,udane
21445,7223,198,2,905,2024-02-04 09:02:00,udane
21446,7223,3325,1,213.95,2024-02-04 09:02:00,udane
21447,7223,90,2,1479,2024-02-04 09:06:00,udane
21448,7223,3406,1,69.89,2024-02-04 09:09:00,udane
21449,7223,3413,1,50.46,2024-02-04 09:01:00,udane
21450,7223,3471,1,66.11,2024-02-04 09:09:00,udane
21451,7223,3475,1,158.46,2024-02-04 09:04:00,udane
21452,7224,3498,1,276.47,2024-04-13 16:49:00,udane
21453,7224,3590,1,165.57,2024-04-13 16:53:00,udane
21454,7224,242,2,965,2024-04-13 16:46:00,udane
21455,7225,3729,1,177.35,2024-07-10 14:33:00,udane
21456,7225,3806,1,113.74,2024-07-10 14:35:00,udane
21457,7225,3807,1,55.56,2024-07-10 14:40:00,udane
21458,7225,3848,1,120.1,2024-07-10 14:38:00,udane
21459,7226,4020,1,236.64,2024-10-05 19:51:00,udane
21460,7226,4066,1,295.14,2024-10-05 19:46:00,udane
21461,7226,4152,1,235.03,2024-10-05 19:51:00,udane
21462,7228,100,1,51.42,2021-01-19 07:01:00,udane
21463,7228,231,2,1300,2021-01-19 07:03:00,udane
21464,7228,257,1,74.27,2021-01-19 07:01:00,udane
21465,7229,392,1,254.37,2021-05-09 07:04:00,udane
21466,7229,405,1,72.45,2021-05-09 07:05:00,udane
21467,7230,647,1,289.85,2021-07-15 10:37:00,udane
21468,7230,684,1,144.79,2021-07-15 10:40:00,udane
21469,7230,709,1,55.26,2021-07-15 10:33:00,udane
21470,7230,733,1,149.17,2021-07-15 10:39:00,udane
21471,7230,789,1,133.42,2021-07-15 10:40:00,udane
21472,7230,821,1,96.58,2021-07-15 10:35:00,udane
21473,7231,828,1,239.32,2021-09-22 16:32:00,udane
21474,7231,834,1,54.07,2021-09-22 16:32:00,udane
21475,7231,133,2,815,2021-09-22 16:39:00,udane
21476,7231,961,1,151.57,2021-09-22 16:35:00,udane
21477,7231,992,1,278.71,2021-09-22 16:36:00,udane
21478,7232,1117,1,54.67,2022-01-04 07:22:00,udane
21479,7232,1213,1,200.52,2022-01-04 07:24:00,udane
21480,7233,1306,1,117.93,2022-02-25 07:31:00,udane
21481,7233,1385,1,263.67,2022-02-25 07:38:00,udane
21482,7234,1477,1,281.39,2022-04-22 07:01:00,udane
21483,7234,1568,1,224.27,2022-04-22 07:02:00,udane
21484,7234,1589,1,183.16,2022-04-22 07:07:00,udane
21485,7234,1653,1,0,2022-04-22 07:07:00,udane
21486,7235,1663,1,215.22,2022-07-12 10:05:00,udane
21487,7235,1766,1,122.78,2022-07-12 10:06:00,udane
21488,7235,1776,1,208.34,2022-07-12 10:08:00,udane
21489,7235,1807,1,266.7,2022-07-12 10:06:00,udane
21490,7236,1894,1,254.95,2022-09-30 19:39:00,udane
21491,7236,1981,1,162.02,2022-09-30 19:31:00,udane
21492,7236,1991,1,101.44,2022-09-30 19:38:00,udane
21493,7237,2108,1,152.47,2022-12-01 21:05:00,udane
21494,7237,2204,1,72.07,2022-12-01 21:02:00,udane
21495,7238,2372,1,92.76,2023-03-22 07:03:00,udane
21496,7239,2571,1,143.98,2023-05-18 07:07:00,udane
21497,7240,2737,1,243.99,2023-07-27 07:05:00,udane
21498,7240,2791,1,195.18,2023-07-27 07:02:00,udane
21499,7240,2817,1,54.13,2023-07-27 07:02:00,udane
21500,7241,3069,1,118.05,2023-12-02 21:07:00,udane
21501,7241,3070,1,152.82,2023-12-02 21:05:00,udane
21502,7241,3094,1,249.49,2023-12-02 21:10:00,udane
21503,7241,3207,1,283.8,2023-12-02 21:07:00,udane
21504,7242,3322,1,182.38,2024-02-27 07:10:00,udane
21505,7242,3385,1,0,2024-02-27 07:02:00,udane
21506,7243,3504,1,218.66,2024-04-05 09:52:00,udane
21507,7243,3515,1,292.58,2024-04-05 09:48:00,udane
21508,7243,3626,1,92.5,2024-04-05 09:53:00,udane
21509,7243,123,2,565,2024-04-05 09:46:00,udane
21510,7244,3689,1,50.99,2024-06-24 07:10:00,udane
21511,7244,3706,1,52.24,2024-06-24 07:06:00,udane
21512,7245,3945,1,184.36,2024-09-25 21:08:00,udane
21513,7245,4092,1,144.88,2024-09-25 21:05:00,udane
21514,7246,4132,1,0,2024-11-21 21:08:00,udane
21515,7246,4159,1,206.95,2024-11-21 21:02:00,udane
21516,7246,4214,1,112.31,2024-11-21 21:06:00,udane
21517,7246,4241,1,88.09,2024-11-21 21:09:00,udane
21518,7248,157,2,1285,2020-12-27 09:18:00,udane
21519,7248,175,1,95.04,2020-12-27 09:16:00,udane
21520,7248,187,1,280.68,2020-12-27 09:17:00,udane
21521,7249,225,1,60.57,2021-02-14 21:06:00,udane
21522,7249,303,1,282.71,2021-02-14 21:06:00,udane
21523,7250,469,1,104.98,2021-05-13 17:31:00,udane
21524,7250,571,1,218.21,2021-05-13 17:35:00,udane
21525,7251,657,1,225.42,2021-07-29 08:53:00,udane
21526,7251,682,1,51.45,2021-07-29 08:46:00,udane
21527,7252,876,1,278.09,2021-10-01 13:37:00,udane
21528,7252,238,2,775,2021-10-01 13:35:00,udane
21529,7252,891,1,240.08,2021-10-01 13:40:00,udane
21530,7252,133,2,815,2021-10-01 13:37:00,udane
21531,7252,1019,1,292.65,2021-10-01 13:39:00,udane
21532,7252,1035,1,281.74,2021-10-01 13:34:00,udane
21533,7253,1160,1,69.33,2021-12-25 16:02:00,udane
21534,7253,1211,1,195.06,2021-12-25 16:10:00,udane
21535,7253,1258,1,245.56,2021-12-25 16:01:00,udane
21536,7253,1314,1,138.11,2021-12-25 16:07:00,udane
21537,7254,1348,1,89.03,2022-03-11 20:09:00,udane
21538,7254,1354,1,227.34,2022-03-11 20:01:00,udane
21539,7254,1372,1,0,2022-03-11 20:08:00,udane
21540,7254,1410,1,70.23,2022-03-11 20:07:00,udane
21541,7255,1581,1,280.45,2022-06-19 19:38:00,udane
21542,7255,87,2,1495,2022-06-19 19:33:00,udane
21543,7255,1703,1,82.6,2022-06-19 19:39:00,udane
21544,7255,1716,1,90.61,2022-06-19 19:32:00,udane
21545,7255,1717,1,123.45,2022-06-19 19:31:00,udane
21546,7256,1801,1,124.65,2022-08-28 07:10:00,udane
21547,7256,1857,1,56.94,2022-08-28 07:03:00,udane
21548,7256,1867,1,0,2022-08-28 07:08:00,udane
21549,7256,1882,1,105.84,2022-08-28 07:07:00,udane
21550,7256,1891,1,262.53,2022-08-28 07:09:00,udane
21551,7256,1958,1,0,2022-08-28 07:02:00,udane
21552,7257,2080,1,82.65,2022-12-12 07:02:00,udane
21553,7258,2407,1,144.7,2023-03-21 09:24:00,udane
21554,7258,2409,1,238.52,2023-03-21 09:25:00,udane
21555,7258,2415,1,178.85,2023-03-21 09:22:00,udane
21556,7258,2433,1,118.64,2023-03-21 09:18:00,udane
21557,7258,2440,1,115.64,2023-03-21 09:16:00,udane
21558,7258,2548,1,196.88,2023-03-21 09:23:00,udane
21559,7258,2588,1,290.22,2023-03-21 09:24:00,udane
21560,7259,2743,1,158.62,2023-08-03 15:52:00,udane
21561,7259,2857,1,70.67,2023-08-03 15:50:00,udane
21562,7260,2983,1,147.97,2023-10-25 09:16:00,udane
21563,7260,3074,1,233.65,2023-10-25 09:23:00,udane
21564,7260,3091,1,0,2023-10-25 09:16:00,udane
21565,7261,3165,1,296.13,2023-12-06 14:51:00,udane
21566,7261,3260,1,130.4,2023-12-06 14:47:00,udane
21567,7261,3297,1,295.51,2023-12-06 14:49:00,udane
21568,7261,3302,1,114.65,2023-12-06 14:54:00,udane
