WebinarID,WebinarName,WebinarDescription,TeacherID,Price,LanguageID,TranslatorID,StartDate,EndDate,VideoLink,MeetingLink
1038,Zarzadzanie zmiana,Nasz zaawansowany webinar 'zarzadzanie zmiana'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,982,277.2200,1,,2021-12-27 07:00:00.000,2021-12-27 07:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-zmiana-1038,https://meet.google.com/Zarzadzanie-zmiana-1038
1039,Cyberbezpieczenstwo,Nasz strategiczny webinar 'cyberbezpieczenstwo'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,126,249.6500,1,,2021-12-27 07:00:00.000,2021-12-27 08:00:00.000,https://www.webinaries-videos.com/watch?v=Cyberbezpieczenstwo-1039,https://meet.google.com/Cyberbezpieczenstwo-1039
1040,Zarzadzanie projektami medialnymi,Nasz innowacyjny webinar 'zarzadzanie projektami medialnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,977,226.5500,1,,2021-12-27 18:45:00.000,2021-12-27 19:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-medialnymi-1040,https://meet.google.com/Zarzadzanie-projektami-medialnymi-1040
1041,Kreatywne myslenie,Nasz praktyczny webinar 'kreatywne myslenie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1115,130.5600,1,,2021-12-27 20:45:00.000,2021-12-27 22:00:00.000,https://www.webinaries-videos.com/watch?v=Kreatywne-myslenie-1041,https://meet.google.com/Kreatywne-myslenie-1041
1042,Nowe rozwiazania w dziedzinie IT,Nasz zaawansowany webinar 'nowe rozwiazania w dziedzinie it'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,665,,1,,2021-12-28 09:30:00.000,2021-12-28 10:15:00.000,https://www.webinaries-videos.com/watch?v=Nowe-rozwiazania-w-dziedzinie-IT-1042,https://meet.google.com/Nowe-rozwiazania-w-dziedzinie-IT-1042
1043,Zarzadzanie projektami zdrowotnymi,Nasz innowacyjny webinar 'zarzadzanie projektami zdrowotnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,642,68.1200,1,,2021-12-28 10:15:00.000,2021-12-28 11:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-zdrowotnymi-1043,https://meet.google.com/Zarzadzanie-projektami-zdrowotnymi-1043
1044,Wystapienia Publiczne,Nasz dynamiczny webinar 'wystapienia publiczne'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1094,246.2000,1,,2021-12-28 14:15:00.000,2021-12-28 15:15:00.000,https://www.webinaries-videos.com/watch?v=Wystapienia-Publiczne-1044,https://meet.google.com/Wystapienia-Publiczne-1044
1045,Zarzadzanie projektami kulturalnymi,Nasz kompleksowy webinar 'zarzadzanie projektami kulturalnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1153,91.5300,9,946,2021-12-29 07:00:00.000,2021-12-29 08:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-kulturalnymi-1045,https://meet.google.com/Zarzadzanie-projektami-kulturalnymi-1045
1046,Zarzadzanie projektami edukacyjnymi,Nasz skuteczny webinar 'zarzadzanie projektami edukacyjnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,952,89.7500,1,,2021-12-29 21:00:00.000,2021-12-29 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-edukacyjnymi-1046,https://meet.google.com/Zarzadzanie-projektami-edukacyjnymi-1046
1047,Zarzadzanie projektami eventowymi,Nasz zaawansowany webinar 'zarzadzanie projektami eventowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,157,295.5300,1,,2021-12-30 07:00:00.000,2021-12-30 09:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-eventowymi-1047,https://meet.google.com/Zarzadzanie-projektami-eventowymi-1047
1048,Budowanie Zespolu,Nasz zaawansowany webinar 'budowanie zespolu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,817,207.6700,1,,2021-12-30 10:15:00.000,2021-12-30 12:15:00.000,https://www.webinaries-videos.com/watch?v=Budowanie-Zespolu-1048,https://meet.google.com/Budowanie-Zespolu-1048
1049,Zarzadzanie projektami spolecznymi,Nasz innowacyjny webinar 'zarzadzanie projektami spolecznymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1155,251.2700,1,,2021-12-30 11:30:00.000,2021-12-30 13:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-spolecznymi-1049,https://meet.google.com/Zarzadzanie-projektami-spolecznymi-1049
1050,Cyberbezpieczenstwo,Nasz kompleksowy webinar 'cyberbezpieczenstwo'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,245,,1,,2021-12-31 21:00:00.000,2021-12-31 22:00:00.000,https://www.webinaries-videos.com/watch?v=Cyberbezpieczenstwo-1050,https://meet.google.com/Cyberbezpieczenstwo-1050
1051,Nauka jezyków obcych,Nasz zaawansowany webinar 'nauka jezyków obcych'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1115,162.8100,1,,2021-12-31 21:15:00.000,2021-12-31 22:00:00.000,https://www.webinaries-videos.com/watch?v=Nauka-jezyków-obcych-1051,https://meet.google.com/Nauka-jezyków-obcych-1051
1052,Zarzadzanie projektami informatycznymi,Nasz strategiczny webinar 'zarzadzanie projektami informatycznymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,982,,1,,2022-01-01 07:45:00.000,2022-01-01 09:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-informatycznymi-1052,https://meet.google.com/Zarzadzanie-projektami-informatycznymi-1052
1053,Zarzadzanie projektami turystycznymi,Nasz skuteczny webinar 'zarzadzanie projektami turystycznymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,99,298.5100,1,,2022-01-01 08:30:00.000,2022-01-01 10:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-turystycznymi-1053,https://meet.google.com/Zarzadzanie-projektami-turystycznymi-1053
1054,Zarzadzanie projektami eventowymi,Nasz dynamiczny webinar 'zarzadzanie projektami eventowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,245,194.5000,1,,2022-01-02 07:00:00.000,2022-01-02 08:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-eventowymi-1054,https://meet.google.com/Zarzadzanie-projektami-eventowymi-1054
1055,Zarzadzanie projektami zdrowotnymi,Nasz skuteczny webinar 'zarzadzanie projektami zdrowotnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,347,247.9200,2,514,2022-01-03 07:00:00.000,2022-01-03 09:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-zdrowotnymi-1055,https://meet.google.com/Zarzadzanie-projektami-zdrowotnymi-1055
1056,Zarzadzanie zasobami ludzkimi,Nasz innowacyjny webinar 'zarzadzanie zasobami ludzkimi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,60.4600,1,,2022-01-03 08:45:00.000,2022-01-03 10:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-zasobami-ludzkimi-1056,https://meet.google.com/Zarzadzanie-zasobami-ludzkimi-1056
1057,Zarzadzanie projektami sportowymi,Nasz kompleksowy webinar 'zarzadzanie projektami sportowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,817,76.6500,1,,2022-01-03 14:15:00.000,2022-01-03 15:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-sportowymi-1057,https://meet.google.com/Zarzadzanie-projektami-sportowymi-1057
1058,Zarzadzanie konfliktami,Nasz kompleksowy webinar 'zarzadzanie konfliktami'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,665,98.4700,1,,2022-01-03 16:15:00.000,2022-01-03 17:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-konfliktami-1058,https://meet.google.com/Zarzadzanie-konfliktami-1058
1059,Zarzadzanie projektami przemyslowymi,Nasz innowacyjny webinar 'zarzadzanie projektami przemyslowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,49,268.2500,1,,2022-01-04 07:00:00.000,2022-01-04 08:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-przemyslowymi-1059,https://meet.google.com/Zarzadzanie-projektami-przemyslowymi-1059
1060,Zarzadzanie Czasem,Nasz praktyczny webinar 'zarzadzanie czasem'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1087,52.7200,1,,2022-01-04 15:00:00.000,2022-01-04 16:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-Czasem-1060,https://meet.google.com/Zarzadzanie-Czasem-1060
1061,Zarzadzanie projektami transportowymi,Nasz zaawansowany webinar 'zarzadzanie projektami transportowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1115,166.4300,5,822,2022-01-05 07:00:00.000,2022-01-05 08:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-transportowymi-1061,https://meet.google.com/Zarzadzanie-projektami-transportowymi-1061
1062,Zarzadzanie projektami sportowymi,Nasz strategiczny webinar 'zarzadzanie projektami sportowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,245,,1,,2022-01-06 07:00:00.000,2022-01-06 08:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-sportowymi-1062,https://meet.google.com/Zarzadzanie-projektami-sportowymi-1062
1063,Umiejetnosci komunikacyjne,Nasz innowacyjny webinar 'umiejetnosci komunikacyjne'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,126,160.5600,1,,2022-01-06 19:00:00.000,2022-01-06 20:00:00.000,https://www.webinaries-videos.com/watch?v=Umiejetnosci-komunikacyjne-1063,https://meet.google.com/Umiejetnosci-komunikacyjne-1063
1064,Zarzadzanie projektami inwestycyjnymi,Nasz zaawansowany webinar 'zarzadzanie projektami inwestycyjnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,270.9400,1,,2022-01-06 21:00:00.000,2022-01-06 21:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-inwestycyjnymi-1064,https://meet.google.com/Zarzadzanie-projektami-inwestycyjnymi-1064
1065,Przygotowanie do egzaminów certyfikacyjn,Nasz praktyczny webinar 'przygotowanie do egzaminów certyfikacyjnych'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,49,147.3100,1,,2022-01-07 07:00:00.000,2022-01-07 08:15:00.000,https://www.webinaries-videos.com/watch?v=Przygotowanie-do-egzaminów-certyfikacyjnych-1065,https://meet.google.com/Przygotowanie-do-egzaminów-certyfikacyjnych-1065
1066,Praktyczne wskazówki dla przedsiebiorców,Nasz zaawansowany webinar 'praktyczne wskazówki dla przedsiebiorców'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,514,,1,,2022-01-07 07:00:00.000,2022-01-07 07:45:00.000,https://www.webinaries-videos.com/watch?v=Praktyczne-wskazówki-dla-przedsiebiorców-1066,https://meet.google.com/Praktyczne-wskazówki-dla-przedsiebiorców-1066
1067,Transformacja Cyfrowa,Nasz dynamiczny webinar 'transformacja cyfrowa'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,78.4900,2,514,2022-01-07 10:00:00.000,2022-01-07 13:00:00.000,https://www.webinaries-videos.com/watch?v=Transformacja-Cyfrowa-1067,https://meet.google.com/Transformacja-Cyfrowa-1067
1068,Innowacje w biznesie,Nasz praktyczny webinar 'innowacje w biznesie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,126,188.3300,1,,2022-01-07 11:00:00.000,2022-01-07 12:15:00.000,https://www.webinaries-videos.com/watch?v=Innowacje-w-biznesie-1068,https://meet.google.com/Innowacje-w-biznesie-1068
1069,Umiejetnosci interpersonalne,Nasz dynamiczny webinar 'umiejetnosci interpersonalne'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,49,255.9100,5,822,2022-01-08 08:00:00.000,2022-01-08 10:15:00.000,https://www.webinaries-videos.com/watch?v=Umiejetnosci-interpersonalne-1069,https://meet.google.com/Umiejetnosci-interpersonalne-1069
1070,E-commerce,Nasz skuteczny webinar 'e-commerce'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,977,244.3800,1,,2022-01-08 14:00:00.000,2022-01-08 16:00:00.000,https://www.webinaries-videos.com/watch?v=E-commerce-1070,https://meet.google.com/E-commerce-1070
1071,Zarzadzanie Czasem,Nasz kompleksowy webinar 'zarzadzanie czasem'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,977,93.5000,2,451,2022-01-08 18:45:00.000,2022-01-08 20:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-Czasem-1071,https://meet.google.com/Zarzadzanie-Czasem-1071
1072,Zarzadzanie projektami eventowymi,Nasz innowacyjny webinar 'zarzadzanie projektami eventowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,977,239.3000,1,,2022-01-09 10:15:00.000,2022-01-09 12:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-eventowymi-1072,https://meet.google.com/Zarzadzanie-projektami-eventowymi-1072
1073,Zastosowania Machine Learningu,Nasz strategiczny webinar 'zastosowania machine learningu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1094,298.0400,4,663,2022-01-09 12:15:00.000,2022-01-09 15:00:00.000,https://www.webinaries-videos.com/watch?v=Zastosowania-Machine-Learningu-1073,https://meet.google.com/Zastosowania-Machine-Learningu-1073
1074,Zarzadzanie sprzedaza,Nasz strategiczny webinar 'zarzadzanie sprzedaza'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,514,80.4600,1,,2022-01-09 21:00:00.000,2022-01-09 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-sprzedaza-1074,https://meet.google.com/Zarzadzanie-sprzedaza-1074
1075,Zarzadzanie zasobami ludzkimi,Nasz dynamiczny webinar 'zarzadzanie zasobami ludzkimi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,126,260.0600,1,,2022-01-10 07:00:00.000,2022-01-10 08:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-zasobami-ludzkimi-1075,https://meet.google.com/Zarzadzanie-zasobami-ludzkimi-1075
1076,Zarzadzanie projektami wojskowymi,Nasz innowacyjny webinar 'zarzadzanie projektami wojskowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1087,131.2800,1,,2022-01-10 07:00:00.000,2022-01-10 09:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-wojskowymi-1076,https://meet.google.com/Zarzadzanie-projektami-wojskowymi-1076
1077,Rozwój osobisty,Nasz dynamiczny webinar 'rozwój osobisty'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,268.3900,1,,2022-01-10 07:00:00.000,2022-01-10 09:15:00.000,https://www.webinaries-videos.com/watch?v=Rozwój-osobisty-1077,https://meet.google.com/Rozwój-osobisty-1077
1078,Analiza rynku,Nasz praktyczny webinar 'analiza rynku'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1153,,1,,2022-01-10 14:00:00.000,2022-01-10 15:45:00.000,https://www.webinaries-videos.com/watch?v=Analiza-rynku-1078,https://meet.google.com/Analiza-rynku-1078
1079,Zarzadzanie jakoscia,Nasz kompleksowy webinar 'zarzadzanie jakoscia'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,207,241.9800,1,,2022-01-10 18:15:00.000,2022-01-10 19:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-jakoscia-1079,https://meet.google.com/Zarzadzanie-jakoscia-1079
1080,Zarzadzanie projektami politycznymi,Nasz innowacyjny webinar 'zarzadzanie projektami politycznymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1094,142.1700,1,,2022-01-11 07:00:00.000,2022-01-11 08:15:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-politycznymi-1080,https://meet.google.com/Zarzadzanie-projektami-politycznymi-1080
1081,Zarzadzanie lancuchem dostaw,Nasz dynamiczny webinar 'zarzadzanie lancuchem dostaw'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,817,89.9100,1,,2022-01-11 18:45:00.000,2022-01-11 20:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-lancuchem-dostaw-1081,https://meet.google.com/Zarzadzanie-lancuchem-dostaw-1081
1082,Zasady projektowania UX/UI,Nasz dynamiczny webinar 'zasady projektowania ux/ui'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,665,174.7100,1,,2022-01-11 21:00:00.000,2022-01-11 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zasady-projektowania-UX/UI-1082,https://meet.google.com/Zasady-projektowania-UX/UI-1082
1083,Zarzadzanie relacjami z klientami,Nasz zaawansowany webinar 'zarzadzanie relacjami z klientami'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,255.0600,7,1058,2022-01-11 21:00:00.000,2022-01-11 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-relacjami-z-klientami-1083,https://meet.google.com/Zarzadzanie-relacjami-z-klientami-1083
1084,Budowanie Zespolu,Nasz zaawansowany webinar 'budowanie zespolu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,642,133.7100,1,,2022-01-12 07:00:00.000,2022-01-12 09:00:00.000,https://www.webinaries-videos.com/watch?v=Budowanie-Zespolu-1084,https://meet.google.com/Budowanie-Zespolu-1084
1085,Wystapienia Publiczne,Nasz strategiczny webinar 'wystapienia publiczne'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,99,203.2400,10,165,2022-01-12 07:00:00.000,2022-01-12 08:15:00.000,https://www.webinaries-videos.com/watch?v=Wystapienia-Publiczne-1085,https://meet.google.com/Wystapienia-Publiczne-1085
1086,Nowoczesne technologie,Nasz dynamiczny webinar 'nowoczesne technologie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,347,105.0400,1,,2022-01-12 07:00:00.000,2022-01-12 09:00:00.000,https://www.webinaries-videos.com/watch?v=Nowoczesne-technologie-1086,https://meet.google.com/Nowoczesne-technologie-1086
1087,Kreatywne myslenie,Nasz zaawansowany webinar 'kreatywne myslenie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,207,131.4600,1,,2022-01-12 09:45:00.000,2022-01-12 11:00:00.000,https://www.webinaries-videos.com/watch?v=Kreatywne-myslenie-1087,https://meet.google.com/Kreatywne-myslenie-1087
1088,Kreatywne myslenie,Nasz praktyczny webinar 'kreatywne myslenie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1153,228.1000,1,,2022-01-13 07:00:00.000,2022-01-13 09:00:00.000,https://www.webinaries-videos.com/watch?v=Kreatywne-myslenie-1088,https://meet.google.com/Kreatywne-myslenie-1088
1089,Zastosowania Machine Learningu,Nasz zaawansowany webinar 'zastosowania machine learningu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,14,,1,,2022-01-13 09:30:00.000,2022-01-13 11:15:00.000,https://www.webinaries-videos.com/watch?v=Zastosowania-Machine-Learningu-1089,https://meet.google.com/Zastosowania-Machine-Learningu-1089
1090,Zarzadzanie projektami budowlanymi,Nasz strategiczny webinar 'zarzadzanie projektami budowlanymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,245,,1,,2022-01-13 14:30:00.000,2022-01-13 15:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-budowlanymi-1090,https://meet.google.com/Zarzadzanie-projektami-budowlanymi-1090
1091,Kreatywne myslenie,Nasz skuteczny webinar 'kreatywne myslenie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,750,198.6800,1,,2022-01-13 14:45:00.000,2022-01-13 17:30:00.000,https://www.webinaries-videos.com/watch?v=Kreatywne-myslenie-1091,https://meet.google.com/Kreatywne-myslenie-1091
1092,Zarzadzanie ryzykiem,Nasz dynamiczny webinar 'zarzadzanie ryzykiem'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,665,183.5500,1,,2022-01-14 07:00:00.000,2022-01-14 08:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-ryzykiem-1092,https://meet.google.com/Zarzadzanie-ryzykiem-1092
1093,Zarzadzanie projektami transportowymi,Nasz zaawansowany webinar 'zarzadzanie projektami transportowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,977,289.1200,1,,2022-01-14 07:00:00.000,2022-01-14 08:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-transportowymi-1093,https://meet.google.com/Zarzadzanie-projektami-transportowymi-1093
1094,Zarzadzanie projektami sportowymi,Nasz zaawansowany webinar 'zarzadzanie projektami sportowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,157,218.3700,1,,2022-01-14 07:00:00.000,2022-01-14 09:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-sportowymi-1094,https://meet.google.com/Zarzadzanie-projektami-sportowymi-1094
1095,Marketing,Nasz dynamiczny webinar 'marketing'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1094,181.2100,1,,2022-01-14 09:15:00.000,2022-01-14 10:30:00.000,https://www.webinaries-videos.com/watch?v=Marketing-1095,https://meet.google.com/Marketing-1095
1096,E-commerce,Nasz kompleksowy webinar 'e-commerce'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,347,290.7400,1,,2022-01-14 13:45:00.000,2022-01-14 15:15:00.000,https://www.webinaries-videos.com/watch?v=E-commerce-1096,https://meet.google.com/E-commerce-1096
1097,Umiejetnosci komunikacyjne,Nasz praktyczny webinar 'umiejetnosci komunikacyjne'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1087,221.5000,1,,2022-01-14 14:30:00.000,2022-01-14 17:15:00.000,https://www.webinaries-videos.com/watch?v=Umiejetnosci-komunikacyjne-1097,https://meet.google.com/Umiejetnosci-komunikacyjne-1097
1098,Zarzadzanie projektami politycznymi,Nasz skuteczny webinar 'zarzadzanie projektami politycznymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,705,76.2300,1,,2022-01-14 21:15:00.000,2022-01-14 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-politycznymi-1098,https://meet.google.com/Zarzadzanie-projektami-politycznymi-1098
1099,Rozwój osobisty,Nasz strategiczny webinar 'rozwój osobisty'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,347,,1,,2022-01-15 09:45:00.000,2022-01-15 12:15:00.000,https://www.webinaries-videos.com/watch?v=Rozwój-osobisty-1099,https://meet.google.com/Rozwój-osobisty-1099
1100,Skuteczna organizacja pracy,Nasz dynamiczny webinar 'skuteczna organizacja pracy'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,817,180.1800,1,,2022-01-15 09:45:00.000,2022-01-15 12:00:00.000,https://www.webinaries-videos.com/watch?v=Skuteczna-organizacja-pracy-1100,https://meet.google.com/Skuteczna-organizacja-pracy-1100
1101,Zarzadzanie projektami edukacyjnymi,Nasz praktyczny webinar 'zarzadzanie projektami edukacyjnymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1153,268.4700,1,,2022-01-15 13:45:00.000,2022-01-15 15:45:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-edukacyjnymi-1101,https://meet.google.com/Zarzadzanie-projektami-edukacyjnymi-1101
1102,Analiza Danych,Nasz dynamiczny webinar 'analiza danych'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,347,221.5100,1,,2022-01-16 09:45:00.000,2022-01-16 11:45:00.000,https://www.webinaries-videos.com/watch?v=Analiza-Danych-1102,https://meet.google.com/Analiza-Danych-1102
1103,Kreatywne rozwiazania w marketingu,Nasz skuteczny webinar 'kreatywne rozwiazania w marketingu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1115,84.9300,1,,2022-01-16 11:45:00.000,2022-01-16 13:00:00.000,https://www.webinaries-videos.com/watch?v=Kreatywne-rozwiazania-w-marketingu-1103,https://meet.google.com/Kreatywne-rozwiazania-w-marketingu-1103
1104,Zarzadzanie projektami eventowymi,Nasz zaawansowany webinar 'zarzadzanie projektami eventowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,49,200.5300,1,,2022-01-16 12:30:00.000,2022-01-16 13:30:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-eventowymi-1104,https://meet.google.com/Zarzadzanie-projektami-eventowymi-1104
1105,Strategie rozwoju biznesu,Nasz praktyczny webinar 'strategie rozwoju biznesu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,207,57.8800,1,,2022-01-16 21:00:00.000,2022-01-16 22:00:00.000,https://www.webinaries-videos.com/watch?v=Strategie-rozwoju-biznesu-1105,https://meet.google.com/Strategie-rozwoju-biznesu-1105
1106,Innowacje w biznesie,Nasz innowacyjny webinar 'innowacje w biznesie'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,14,153.3800,1,,2022-01-16 21:00:00.000,2022-01-16 22:00:00.000,https://www.webinaries-videos.com/watch?v=Innowacje-w-biznesie-1106,https://meet.google.com/Innowacje-w-biznesie-1106
1107,Zarzadzanie projektami przemyslowymi,Nasz strategiczny webinar 'zarzadzanie projektami przemyslowymi'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,642,78.3500,8,277,2022-01-16 21:00:00.000,2022-01-16 22:00:00.000,https://www.webinaries-videos.com/watch?v=Zarzadzanie-projektami-przemyslowymi-1107,https://meet.google.com/Zarzadzanie-projektami-przemyslowymi-1107
1108,Analiza Danych,Nasz zaawansowany webinar 'analiza danych'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,1153,264.1600,1,,2022-01-17 07:00:00.000,2022-01-17 08:15:00.000,https://www.webinaries-videos.com/watch?v=Analiza-Danych-1108,https://meet.google.com/Analiza-Danych-1108
1109,Budowanie Zespolu,Nasz skuteczny webinar 'budowanie zespolu'. Dolacz aby rozwijac swoje umiejetnosci i byc na biezaco w dziedzinie.,665,102.8300,1,,2022-01-17 14:00:00.000,2022-01-17 15:45:00.000,https://www.webinaries-videos.com/watch?v=Budowanie-Zespolu-1109,https://meet.google.com/Budowanie-Zespolu-1109
