ModuleID,CourseID,ModuleName,ModuleType,LecturerID,LanguageID,TranslatorID
307,56,Moduł 3 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',2,956,1,
308,56,Moduł 4 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,741,2,514
309,56,Moduł 5 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,623,1,
310,56,Moduł 6 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',4,492,1,
311,56,Moduł 7 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,160,1,
312,56,Moduł 8 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,866,7,1058
313,57,Moduł 1 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,936,5,670
314,57,Moduł 2 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,1019,1,
315,57,Moduł 3 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',1,492,1,
316,57,Moduł 4 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,767,1,
317,58,Moduł 1 kursu 'Astrofizyka: Wprowadzenie',3,936,5,732
318,58,Moduł 2 kursu 'Astrofizyka: Wprowadzenie',2,720,1,
319,58,Moduł 3 kursu 'Astrofizyka: Wprowadzenie',2,720,1,
320,59,Moduł 1 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',2,688,1,
321,59,Moduł 2 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',1,482,1,
322,59,Moduł 3 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',4,423,1,
323,59,Moduł 4 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',4,561,1,
324,59,Moduł 5 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',4,160,9,685
325,60,Moduł 1 kursu 'Zarządzanie Sieciami Komputerowymi',1,160,1,
326,60,Moduł 2 kursu 'Zarządzanie Sieciami Komputerowymi',1,94,1,
327,60,Moduł 3 kursu 'Zarządzanie Sieciami Komputerowymi',3,87,2,246
328,60,Moduł 4 kursu 'Zarządzanie Sieciami Komputerowymi',1,588,2,591
329,60,Moduł 5 kursu 'Zarządzanie Sieciami Komputerowymi',2,765,1,
330,61,Moduł 1 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',4,565,1,
331,61,Moduł 2 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',3,565,1,
332,61,Moduł 3 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',4,415,1,
333,62,Moduł 1 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,266,1,
334,62,Moduł 2 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',1,319,5,1042
335,62,Moduł 3 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,307,1,
336,62,Moduł 4 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,160,2,451
337,62,Moduł 5 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,135,1,
338,62,Moduł 6 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,257,1,
339,62,Moduł 7 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',3,1,1,
340,62,Moduł 8 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',1,325,2,246
341,63,Moduł 1 kursu 'Geologia: Badanie Ziemi',1,363,1,
342,63,Moduł 2 kursu 'Geologia: Badanie Ziemi',4,319,5,732
343,63,Moduł 3 kursu 'Geologia: Badanie Ziemi',3,494,1,
344,63,Moduł 4 kursu 'Geologia: Badanie Ziemi',2,135,1,
345,63,Moduł 5 kursu 'Geologia: Badanie Ziemi',2,1111,1,
346,63,Moduł 6 kursu 'Geologia: Badanie Ziemi',3,936,8,277
347,64,Moduł 1 kursu 'Mikrobiologia: Świat Mikroorganizmów',2,94,1,
348,64,Moduł 2 kursu 'Mikrobiologia: Świat Mikroorganizmów',4,623,1,
349,64,Moduł 3 kursu 'Mikrobiologia: Świat Mikroorganizmów',4,325,2,246
350,64,Moduł 4 kursu 'Mikrobiologia: Świat Mikroorganizmów',4,391,1,
351,64,Moduł 5 kursu 'Mikrobiologia: Świat Mikroorganizmów',1,391,2,246
352,65,Moduł 1 kursu 'Wprowadzenie do Tworzenia Gier',2,511,2,591
353,65,Moduł 2 kursu 'Wprowadzenie do Tworzenia Gier',3,565,5,732
354,65,Moduł 3 kursu 'Wprowadzenie do Tworzenia Gier',3,319,3,708
355,65,Moduł 4 kursu 'Wprowadzenie do Tworzenia Gier',2,432,8,277
356,65,Moduł 5 kursu 'Wprowadzenie do Tworzenia Gier',3,1111,2,514
357,65,Moduł 6 kursu 'Wprowadzenie do Tworzenia Gier',1,112,5,670
358,66,Moduł 1 kursu 'Dietetyka: Zdrowe Żywienie',2,561,1,
359,66,Moduł 2 kursu 'Dietetyka: Zdrowe Żywienie',2,688,1,
360,66,Moduł 3 kursu 'Dietetyka: Zdrowe Żywienie',1,1092,1,
361,67,Moduł 1 kursu 'Tworzenie Aplikacji w Elixirze',3,415,5,1011
362,67,Moduł 2 kursu 'Tworzenie Aplikacji w Elixirze',3,720,1,
363,67,Moduł 3 kursu 'Tworzenie Aplikacji w Elixirze',2,319,1,
364,68,Moduł 1 kursu 'Programowanie Logiczne: Prolog i Lisp',2,588,1,
365,68,Moduł 2 kursu 'Programowanie Logiczne: Prolog i Lisp',3,776,1,
366,68,Moduł 3 kursu 'Programowanie Logiczne: Prolog i Lisp',3,87,1,
367,68,Moduł 4 kursu 'Programowanie Logiczne: Prolog i Lisp',4,319,1,
368,68,Moduł 5 kursu 'Programowanie Logiczne: Prolog i Lisp',2,8,1,
369,68,Moduł 6 kursu 'Programowanie Logiczne: Prolog i Lisp',2,1047,4,663
370,69,Moduł 1 kursu 'Nauka o Danych: Od Teorii do Praktyki',1,87,4,750
371,69,Moduł 2 kursu 'Nauka o Danych: Od Teorii do Praktyki',2,112,1,
372,69,Moduł 3 kursu 'Nauka o Danych: Od Teorii do Praktyki',2,688,1,
373,69,Moduł 4 kursu 'Nauka o Danych: Od Teorii do Praktyki',4,1092,9,946
374,69,Moduł 5 kursu 'Nauka o Danych: Od Teorii do Praktyki',3,840,1,
375,69,Moduł 6 kursu 'Nauka o Danych: Od Teorii do Praktyki',4,765,1,
376,70,Moduł 1 kursu 'Psychologia: Podstawy',4,1166,1,
377,70,Moduł 2 kursu 'Psychologia: Podstawy',4,370,1,
378,70,Moduł 3 kursu 'Psychologia: Podstawy',4,936,1,
379,70,Moduł 4 kursu 'Psychologia: Podstawy',2,8,1,
380,70,Moduł 5 kursu 'Psychologia: Podstawy',4,1,1,
381,70,Moduł 6 kursu 'Psychologia: Podstawy',2,839,2,632
382,70,Moduł 7 kursu 'Psychologia: Podstawy',4,567,5,753
383,71,"Moduł 1 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,918,1,
384,71,"Moduł 2 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,494,10,993
385,71,"Moduł 3 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,468,1,
386,71,"Moduł 4 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,266,1,
387,71,"Moduł 5 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,767,1,
388,71,"Moduł 6 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,257,1,
389,71,"Moduł 7 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,468,10,993
390,72,Moduł 1 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',4,678,1,
391,72,Moduł 2 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',1,776,1,
392,72,Moduł 3 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',3,588,10,205
393,72,Moduł 4 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',1,707,1,
394,72,Moduł 5 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',4,902,1,
395,72,Moduł 6 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',4,720,1,
396,72,Moduł 7 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',3,1047,1,
397,72,Moduł 8 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',2,588,5,1011
398,73,Moduł 1 kursu 'Zarządzanie Opieką Zdrowotną',2,135,1,
399,73,Moduł 2 kursu 'Zarządzanie Opieką Zdrowotną',4,160,9,714
400,73,Moduł 3 kursu 'Zarządzanie Opieką Zdrowotną',4,160,1,
401,74,Moduł 1 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',1,112,5,1042
402,74,Moduł 2 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',1,391,1,
403,74,Moduł 3 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',1,903,1,
404,74,Moduł 4 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',3,678,1,
405,74,Moduł 5 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',2,623,1,
406,74,Moduł 6 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',4,307,1,
407,74,Moduł 7 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',2,877,1,
408,75,Moduł 1 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',2,561,1,
409,75,Moduł 2 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',4,468,1,
410,75,Moduł 3 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',4,839,1,
411,75,Moduł 4 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',4,494,5,1011
412,75,Moduł 5 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',4,494,1,
413,75,Moduł 6 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',2,1092,1,
414,75,Moduł 7 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',1,266,1,
415,76,Moduł 1 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,307,1,
416,76,Moduł 2 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',3,918,1,
417,76,Moduł 3 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,588,2,591
418,76,Moduł 4 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,866,8,901
419,76,Moduł 5 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,902,1,
420,77,Moduł 1 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',1,918,1,
421,77,Moduł 2 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',3,423,5,753
422,77,Moduł 3 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',3,370,1,
423,77,Moduł 4 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',4,956,1,
424,77,Moduł 5 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',2,688,1,
425,78,Moduł 1 kursu 'Astrofizyka: Wprowadzenie',2,1111,1,
426,78,Moduł 2 kursu 'Astrofizyka: Wprowadzenie',3,96,1,
427,78,Moduł 3 kursu 'Astrofizyka: Wprowadzenie',4,1019,2,591
428,78,Moduł 4 kursu 'Astrofizyka: Wprowadzenie',1,492,1,
429,78,Moduł 5 kursu 'Astrofizyka: Wprowadzenie',3,319,1,
430,79,Moduł 1 kursu 'SQL: Zarządzanie Bazami Danych',4,8,1,
431,79,Moduł 2 kursu 'SQL: Zarządzanie Bazami Danych',2,776,1,
432,79,Moduł 3 kursu 'SQL: Zarządzanie Bazami Danych',2,129,1,
433,79,Moduł 4 kursu 'SQL: Zarządzanie Bazami Danych',3,866,1,
434,79,Moduł 5 kursu 'SQL: Zarządzanie Bazami Danych',1,468,3,708
435,80,Moduł 1 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',1,160,9,714
436,80,Moduł 2 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',2,567,1,
437,80,Moduł 3 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',4,767,1,
438,80,Moduł 4 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',3,808,1,
439,80,Moduł 5 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',1,741,1,
440,80,Moduł 6 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',4,936,1,
441,81,Moduł 1 kursu 'FinTech: Przyszłość Finansów',1,87,1,
442,81,Moduł 2 kursu 'FinTech: Przyszłość Finansów',1,678,1,
443,81,Moduł 3 kursu 'FinTech: Przyszłość Finansów',2,1,4,750
444,81,Moduł 4 kursu 'FinTech: Przyszłość Finansów',1,266,1,
445,81,Moduł 5 kursu 'FinTech: Przyszłość Finansów',1,903,1,
446,82,Moduł 1 kursu 'Projektowanie za Pomocą CSS',3,391,1,
447,82,Moduł 2 kursu 'Projektowanie za Pomocą CSS',4,767,9,763
448,82,Moduł 3 kursu 'Projektowanie za Pomocą CSS',3,1166,1,
449,82,Moduł 4 kursu 'Projektowanie za Pomocą CSS',3,808,1,
450,83,Moduł 1 kursu 'Biochemia: Podstawy Życia',1,325,1,
451,83,Moduł 2 kursu 'Biochemia: Podstawy Życia',1,423,1,
452,83,Moduł 3 kursu 'Biochemia: Podstawy Życia',3,494,2,349
453,83,Moduł 4 kursu 'Biochemia: Podstawy Życia',3,468,1,
454,83,Moduł 5 kursu 'Biochemia: Podstawy Życia',4,678,1,
455,84,Moduł 1 kursu 'Wizja Komputerowa w Praktyce',4,482,1,
456,84,Moduł 2 kursu 'Wizja Komputerowa w Praktyce',1,160,1,
457,84,Moduł 3 kursu 'Wizja Komputerowa w Praktyce',3,623,1,
458,84,Moduł 4 kursu 'Wizja Komputerowa w Praktyce',4,741,1,
459,84,Moduł 5 kursu 'Wizja Komputerowa w Praktyce',2,1047,1,
460,84,Moduł 6 kursu 'Wizja Komputerowa w Praktyce',4,11,1,
461,84,Moduł 7 kursu 'Wizja Komputerowa w Praktyce',2,432,1,
462,85,Moduł 1 kursu 'Weterynaria: Opieka nad Zwierzętami',1,902,1,
463,85,Moduł 2 kursu 'Weterynaria: Opieka nad Zwierzętami',3,776,1,
464,85,Moduł 3 kursu 'Weterynaria: Opieka nad Zwierzętami',2,266,10,993
465,85,Moduł 4 kursu 'Weterynaria: Opieka nad Zwierzętami',3,710,1,
466,85,Moduł 5 kursu 'Weterynaria: Opieka nad Zwierzętami',1,143,1,
467,85,Moduł 6 kursu 'Weterynaria: Opieka nad Zwierzętami',1,1092,1,
468,85,Moduł 7 kursu 'Weterynaria: Opieka nad Zwierzętami',3,1019,1,
469,85,Moduł 8 kursu 'Weterynaria: Opieka nad Zwierzętami',3,1118,2,486
470,86,Moduł 1 kursu 'Wizja Komputerowa w Praktyce',1,1111,1,
471,86,Moduł 2 kursu 'Wizja Komputerowa w Praktyce',1,96,10,165
472,86,Moduł 3 kursu 'Wizja Komputerowa w Praktyce',1,776,1,
473,86,Moduł 4 kursu 'Wizja Komputerowa w Praktyce',2,135,1,
474,86,Moduł 5 kursu 'Wizja Komputerowa w Praktyce',1,902,7,1058
475,86,Moduł 6 kursu 'Wizja Komputerowa w Praktyce',3,1111,1,
476,86,Moduł 7 kursu 'Wizja Komputerowa w Praktyce',1,776,7,1058
477,87,Moduł 1 kursu 'Druk 3D dla Początkujących',3,877,7,469
478,87,Moduł 2 kursu 'Druk 3D dla Początkujących',2,248,1,
479,87,Moduł 3 kursu 'Druk 3D dla Początkujących',2,1092,3,708
480,87,Moduł 4 kursu 'Druk 3D dla Początkujących',1,511,1,
481,87,Moduł 5 kursu 'Druk 3D dla Początkujących',2,567,1,
482,88,Moduł 1 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,936,1,
483,88,Moduł 2 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,494,1,
484,88,Moduł 3 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',4,248,1,
485,89,Moduł 1 kursu 'Przetwarzanie Języka Naturalnego',3,143,2,138
486,89,Moduł 2 kursu 'Przetwarzanie Języka Naturalnego',3,494,1,
487,89,Moduł 3 kursu 'Przetwarzanie Języka Naturalnego',2,588,5,1042
488,89,Moduł 4 kursu 'Przetwarzanie Języka Naturalnego',3,494,1,
489,90,Moduł 1 kursu 'Tworzenie Stron Internetowych',3,257,1,
490,90,Moduł 2 kursu 'Tworzenie Stron Internetowych',1,772,6,340
491,90,Moduł 3 kursu 'Tworzenie Stron Internetowych',4,129,1,
492,90,Moduł 4 kursu 'Tworzenie Stron Internetowych',3,808,1,
493,90,Moduł 5 kursu 'Tworzenie Stron Internetowych',4,918,6,340
494,90,Moduł 6 kursu 'Tworzenie Stron Internetowych',1,918,1,
495,90,Moduł 7 kursu 'Tworzenie Stron Internetowych',1,129,1,
496,91,Moduł 1 kursu 'Neurobiologia: Jak Działa Mózg',4,160,1,
497,91,Moduł 2 kursu 'Neurobiologia: Jak Działa Mózg',4,936,9,685
498,91,Moduł 3 kursu 'Neurobiologia: Jak Działa Mózg',4,767,1,
499,91,Moduł 4 kursu 'Neurobiologia: Jak Działa Mózg',3,511,2,138
500,91,Moduł 5 kursu 'Neurobiologia: Jak Działa Mózg',2,96,1,
501,92,Moduł 1 kursu 'Wprowadzenie do Cyberbezpieczeństwa',2,432,1,
502,92,Moduł 2 kursu 'Wprowadzenie do Cyberbezpieczeństwa',4,840,4,360
503,92,Moduł 3 kursu 'Wprowadzenie do Cyberbezpieczeństwa',1,623,1,
504,92,Moduł 4 kursu 'Wprowadzenie do Cyberbezpieczeństwa',2,160,2,246
505,93,"Moduł 1 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,710,2,138
506,93,"Moduł 2 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,1019,10,165
507,93,"Moduł 3 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,839,1,
508,93,"Moduł 4 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,877,1,
509,94,Moduł 1 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',4,1118,1,
510,94,Moduł 2 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',4,839,6,806
511,94,Moduł 3 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',2,129,1,
512,94,Moduł 4 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',3,776,2,88
513,94,Moduł 5 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',3,266,1,
514,94,Moduł 6 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',2,877,1,
515,95,Moduł 1 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',2,391,2,88
516,95,Moduł 2 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',4,8,1,
517,95,Moduł 3 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',2,257,1,
518,95,Moduł 4 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',3,903,9,685
519,95,Moduł 5 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',4,567,1,
520,95,Moduł 6 kursu 'Inżynieria Biomedyczna: Rozwiązania dla Zdrowia',1,866,1,
521,96,Moduł 1 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',4,11,1,
522,96,Moduł 2 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',2,1047,1,
523,96,Moduł 3 kursu 'Docker: Tworzenie i Zarządzanie Kontenerami',4,936,1,
524,97,Moduł 1 kursu 'Programowanie w C++',3,561,5,732
525,97,Moduł 2 kursu 'Programowanie w C++',2,432,1,
526,97,Moduł 3 kursu 'Programowanie w C++',2,623,1,
527,97,Moduł 4 kursu 'Programowanie w C++',1,410,5,822
528,98,Moduł 1 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',1,257,1,
529,98,Moduł 2 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',4,266,10,993
530,98,Moduł 3 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',4,494,1,
531,98,Moduł 4 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',1,494,1,
532,98,Moduł 5 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',2,808,1,
533,98,Moduł 6 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',3,129,2,451
534,98,Moduł 7 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',2,192,1,
535,98,Moduł 8 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',2,936,7,469
536,99,Moduł 1 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',4,325,1,
537,99,Moduł 2 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',2,902,1,
538,99,Moduł 3 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',1,266,10,993
539,99,Moduł 4 kursu 'Wirtualna Rzeczywistość: Tworzenie Światów',3,710,1,
540,100,Moduł 1 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,776,1,
541,100,Moduł 2 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,112,1,
542,100,Moduł 3 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',1,391,1,
543,101,Moduł 1 kursu 'Tworzenie Aplikacji w JavaScript',2,129,1,
544,101,Moduł 2 kursu 'Tworzenie Aplikacji w JavaScript',3,956,1,
545,101,Moduł 3 kursu 'Tworzenie Aplikacji w JavaScript',2,623,1,
546,102,"Moduł 1 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",4,1047,6,340
547,102,"Moduł 2 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",3,866,9,685
548,102,"Moduł 3 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",4,370,1,
549,102,"Moduł 4 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",3,839,1,
550,103,Moduł 1 kursu 'E-commerce: Zarządzanie Sklepem Online',3,1104,10,165
551,103,Moduł 2 kursu 'E-commerce: Zarządzanie Sklepem Online',1,767,9,685
552,103,Moduł 3 kursu 'E-commerce: Zarządzanie Sklepem Online',1,160,9,763
553,103,Moduł 4 kursu 'E-commerce: Zarządzanie Sklepem Online',3,192,4,35
554,103,Moduł 5 kursu 'E-commerce: Zarządzanie Sklepem Online',3,839,1,
555,103,Moduł 6 kursu 'E-commerce: Zarządzanie Sklepem Online',4,767,1,
556,103,Moduł 7 kursu 'E-commerce: Zarządzanie Sklepem Online',3,192,1,
557,104,"Moduł 1 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",1,1,9,946
558,104,"Moduł 2 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",3,1111,1,
559,104,"Moduł 3 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",2,96,1,
560,104,"Moduł 4 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",2,432,1,
561,104,"Moduł 5 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",4,8,1,
562,104,"Moduł 6 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",2,248,1,
563,104,"Moduł 7 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",2,94,1,
564,104,"Moduł 8 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",2,765,2,349
565,105,Moduł 1 kursu 'Zarządzanie Incydentami Bezpieczeństwa',3,588,4,35
566,105,Moduł 2 kursu 'Zarządzanie Incydentami Bezpieczeństwa',3,1,1,
567,105,Moduł 3 kursu 'Zarządzanie Incydentami Bezpieczeństwa',4,567,1,
568,105,Moduł 4 kursu 'Zarządzanie Incydentami Bezpieczeństwa',1,839,1,
569,105,Moduł 5 kursu 'Zarządzanie Incydentami Bezpieczeństwa',4,319,7,352
570,105,Moduł 6 kursu 'Zarządzanie Incydentami Bezpieczeństwa',2,160,1,
571,105,Moduł 7 kursu 'Zarządzanie Incydentami Bezpieczeństwa',3,94,6,340
572,105,Moduł 8 kursu 'Zarządzanie Incydentami Bezpieczeństwa',1,307,1,
573,106,"Moduł 1 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,767,1,
574,106,"Moduł 2 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,1111,1,
575,106,"Moduł 3 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,866,1,
576,106,"Moduł 4 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,494,1,
577,106,"Moduł 5 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,1118,1,
578,106,"Moduł 6 kursu 'Zarządzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,511,7,469
579,107,Moduł 1 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',3,1166,2,88
580,107,Moduł 2 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,772,1,
581,107,Moduł 3 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,707,1,
582,107,Moduł 4 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',4,415,1,
583,107,Moduł 5 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',4,918,1,
584,107,Moduł 6 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',3,767,1,
585,107,Moduł 7 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',4,482,1,
586,107,Moduł 8 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,1019,1,
587,108,Moduł 1 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',4,94,7,836
588,108,Moduł 2 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',3,494,2,486
589,108,Moduł 3 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',4,1047,1,
590,108,Moduł 4 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',2,432,1,
591,108,Moduł 5 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',1,772,6,340
592,109,Moduł 1 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,87,1,
593,109,Moduł 2 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,567,1,
594,109,Moduł 3 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,561,1,
595,109,Moduł 4 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,808,5,1042
596,109,Moduł 5 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',3,918,6,806
597,109,Moduł 6 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,72,1,
598,109,Moduł 7 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,410,1,
599,110,Moduł 1 kursu 'Bezpieczeństwo Chmury: Best Practices',3,266,8,901
600,110,Moduł 2 kursu 'Bezpieczeństwo Chmury: Best Practices',4,391,1,
601,110,Moduł 3 kursu 'Bezpieczeństwo Chmury: Best Practices',1,511,1,
602,110,Moduł 4 kursu 'Bezpieczeństwo Chmury: Best Practices',1,148,1,
603,111,Moduł 1 kursu 'Biologia: Struktura i Funkcje Życia',1,1118,1,
604,111,Moduł 2 kursu 'Biologia: Struktura i Funkcje Życia',3,248,3,781
605,111,Moduł 3 kursu 'Biologia: Struktura i Funkcje Życia',1,1019,6,806
606,111,Moduł 4 kursu 'Biologia: Struktura i Funkcje Życia',4,492,1,
